J,"Kossinets, Gueorgi; Watts, Duncan J.",Origins of Homophily in an Evolving Social Network,AMERICAN JOURNAL OF SOCIOLOGY,2009,"The authors investigate the origins of homophily in a large university community, using network data in which interactions, attributes, and affiliations are all recorded over time. The analysis indicates that highly similar pairs do show greater than average propensity to form new ties; however, it also finds that tie formation is heavily biased by triadic closure and focal closure, which effectively constrain the opportunities among which individuals may select. In the case of triadic closure, moreover, selection to ""friend of a friend"" status is determined by an analogous combination of individual preference and structural proximity. The authors conclude that the dynamic interplay of choice homophily and induced homophily, compounded over many ""generations"" of biased selection of similar individuals to structurally proximate positions, can amplify even a modest preference for similar others, via a cumulative advantage like process, to produce striking patterns of observed homophily.",238,0002-9602,WOS:000270921400003,common
J,"Centola, Damon",An Experimental Study of Homophily in the Adoption of Health Behavior,SCIENCE,2011,"How does the composition of a population affect the adoption of health behaviors and innovations? Homophily-similarity of social contacts-can increase dyadic-level influence, but it can also force less healthy individuals to interact primarily with one another, thereby excluding them from interactions with healthier, more influential, early adopters. As a result, an important network-level effect of homophily is that the people who are most in need of a health innovation may be among the least likely to adopt it. Despite the importance of this thesis, confounding factors in observational data have made it difficult to test empirically. We report results from a controlled experimental study on the spread of a health innovation through fixed social networks in which the level of homophily was independently varied. We found that homophily significantly increased overall adoption of a new health behavior, especially among those most in need of it.",226,0036-8075,WOS:000297553600048,common
J,"Currarini, Sergio; Jackson, Matthew O.; Pin, Paolo","An Economic Model of Friendship: Homophily, Minorities, and Segregation",ECONOMETRICA,2009,"We develop a model of friendship formation that sheds light on segregation patterns observed in social and economic networks. Individuals have types and see type-dependent benefits from friendships. We examine the properties of a steady-state equilibrium of a matching process of friendship formation. We use the model to understand three empirical patterns of friendship formation: (i) larger groups tend to form more same-type ties and fewer other-type ties than small groups, (ii) larger groups form more ties per capita, and (iii) all groups are biased towards same-type relative to demographics, with the most extreme bias coming from middle-sized groups. We show how these empirical observations can be generated by biases in preferences and biases in meetings. We also illustrate some welfare implications of the model.",212,0012-9682,WOS:000268218600001,common
J,"Burt, RS",Decay functions,SOCIAL NETWORKS,2000,"The tendency for relationships to weaken and disappear I discuss as decay, and functions describing the rate of decay over time I discuss as decay functions. Three conclusions are supported with 4 years of network data on a study population of bankers and their colleagues in a financial organization. (1) Factors known from cross-sectional evidence to be associated with strong relationships are associated with slow decay; decay is slower in relations between colleagues with a strong prior relationship (inertia), working in the same corporate division (homophily), prominent in the social hierarchy of bankers (status), or connected indirectly through many third parties (embedding). (2) Regardless of slower decay in certain relations, decay has a pattern over time similar to the population ecology ""liability of newness"" attributed to selection and learning, with the added complication of networks and people aging simultaneously. Decay is a power function of time in which the probability of decay decreases with tie age (years for which a relationship has existed) and node age (years for which a banker has been in the study population). (3) Embedding stability is responsible for the greater stability of older relationships. The decay-inhibiting effects of age occur where embedding is disrupted but not where embedding is continuous. The third conclusion is interesting in highlighting the first derivative of social structure as a causal variable: embedding has to be measured for its change, rather than level, to see both of its distinct effects on relationship decay. (C) 2000 Elsevier Science B.V. All rights reserved.",184,0378-8733,WOS:000087144500001,common
J,"Centola, Damon; Gonzalez-Avella, Juan Carlos; Eguiluz, Victor M.; San Miguel, Maxi","Homophily, cultural drift and the co-evolution of cultural groups",JOURNAL OF CONFLICT RESOLUTION,2007,"Studies of cultural differentiation have shown that social mechanisms that normally lead to cultural convergence - homophily and influence - can also explain how distinct cultural groups can form. However, this emergent cultural diversity has proven to be unstable in the face of cultural drift - small errors or innovations that allow cultures to change from within. The authors develop a model of cultural differentiation that combines the traditional mechanisms of homophily and influence with a third mechanism of network homophily, in which network structure co-evolves with cultural interaction. Results show that in certain regions of the parameter space, these co-evolutionary dynamics can lead to patterns of cultural diversity that are stable in the presence of cultural drift. The authors address the implications of these findings for understanding the stability of cultural diversity in the face of increasing technological trends toward globalization.",174,0022-0027,WOS:000251065700004,common
J,"Colleoni, Elanor; Rozza, Alessandro; Arvidsson, Adam",Echo Chamber or Public Sphere? Predicting Political Orientation and Measuring Political Homophily in Twitter Using Big Data,JOURNAL OF COMMUNICATION,2014,"This paper investigates political homophily on Twitter. Using a combination of machine learning and social network analysis we classify users as Democrats or as Republicans based on the political content shared. We then investigate political homophily both in the network of reciprocated and nonreciprocated ties. We find that structures of political homophily differ strongly between Democrats and Republicans. In general, Democrats exhibit higher levels of political homophily. But Republicans who follow official Republican accounts exhibit higher levels of homophily than Democrats. In addition, levels of homophily are higher in the network of reciprocated followers than in the nonreciprocated network. We suggest that research on political homophily on the Internet should take the political culture and practices of users seriously.",156,0021-9916,WOS:000334367600009,common
J,"Vaisey, Stephen; Lizardo, Omar",Can Cultural Worldviews Influence Network Composition?,SOCIAL FORCES,2010,"Most sociological research assumes that social network composition shapes individual beliefs. Network theory and research has not adequately considered that internalized cultural worldviews might affect network composition. Drawing on a synthetic, dual-process theory of culture and two waves of nationally-representative panel data, this article shows that worldviews are strong predictors of changes in network composition among U.S. youth. These effects arc robust to the influence of other structural factors, including prior network composition and behavioral homophily. By contrast, there is little evidence that networks play a strong proximate role in shaping worldviews. This suggests that internalized cultural dispositions play an important role in shaping the interpersonal environment and that the dynamic link between culture and social structure needs to be reconsidered.",129,0037-7732,WOS:000278835100004,common
S,"Snijders, Tom A. B.",Statistical Models for Social Networks,"ANNUAL REVIEW OF SOCIOLOGY, VOL 37",2011,"Statistical models for social networks as dependent variables must represent the typical network dependencies between tie variables such as reciprocity, homophily, transitivity, etc. This review first treats models for single (cross-sectionally observed) networks and then for network dynamics. For single networks, the older literature concentrated on conditionally uniform models.. Various types of latent space models have been developed: for discrete, general metric, ultrametric, Euclidean, and partially ordered spaces. Exponential random graph models were proposed long ago but now are applied more and more thanks to the non-Markovian social circuit specifications that were recently proposed. Modeling network dynamics is less complicated than modeling single network observations because dependencies are spread out in time. For modeling network dynamics, continuous-time models are more fruitful. Actor-oriented models here provide a model that can represent many dependencies in a flexible way. Strong model development is now going on to combine the features of these models and to extend them to more complicated outcome spaces.",121,0360-0572,WOS:000293761700007,common
S,"van der Meer, Tom; Tolsma, Jochem",Ethnic Diversity and Its Effects on Social Cohesion,"ANNUAL REVIEW OF SOCIOLOGY, VOL 40",2014,"Recent years have seen a sharp increase in empirical studies on the constrict claim: the hypothesized detrimental effect of ethnic diversity on most if not all aspects of social cohesion. Studies have scrutinized effects of different measures of ethnic heterogeneity in different geographical areas on different forms of social cohesion. The result has been a cacophony of empirical findings. We explicate mechanisms likely to underlie the negative relationship between ethnic heterogeneity and social cohesion: the homophily principle, feelings of anomie, group threat, and social disorganization. Guided by a clear conceptual framework, we structure the empirical results of 90 recent studies and observe three patterns. We find that (a) there is consistent support for the constrict claim for aspects of social cohesion that are spatially bounded to neighborhoods, (b) support for the constrict claim is more common in the United States than in other countries, and (c) ethnic diversity is not related to less interethnic social cohesion. We discuss the implications of these patterns.",112,0360-0572,WOS:000348460700021,common
J,"Currarini, Sergio; Jackson, Matthew O.; Pin, Paolo",Identifying the roles of race-based choice and chance in high school friendship network formation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2010,"Homophily, the tendency of people to associate with others similar to themselves, is observed in many social networks, ranging from friendships to marriages to business relationships, and is based on a variety of characteristics, including race, age, gender, religion, and education. We present a technique for distinguishing two primary sources of homophily: biases in the preferences of individuals over the types of their friends and biases in the chances that people meet individuals of other types. We use this technique to analyze racial patterns in friendship networks in a set of American high schools from the Add Health dataset. Biases in preferences and biases in meeting rates are both highly significant in these data, and both types of biases differ significantly across races. Asians and Blacks are biased toward interacting with their own race at rates > 7 times higher than Whites, whereas Hispanics exhibit an intermediate bias in meeting opportunities. Asians exhibit the least preference bias, valuing friendships with other types 90% as much as friendships with Asians, whereas Blacks and Hispanics value friendships with other types 55% and 65% as much as same-type friendships, respectively, and Whites fall in between, valuing other-type friendships 75% as much as friendships with Whites. Meetings are significantly more biased in large schools (> 1,000 students) than in small schools (< 1,000 students), and biases in preferences exhibit some significant variation with the median household income levels in the counties surrounding the schools.",100,0027-8424,WOS:000275714300013,common
J,"Tolsma, Jochem; van der Meer, Tom; Gesthuizen, Maurice",The impact of neighbourhood and municipality characteristics on social cohesion in the Netherlands,ACTA POLITICA,2009,"Up till now, a systematic test of the impact of theoretically relevant locality characteristics on social cohesion has been lacking in Europe. In this paper, we investigated the impact of a wide array of characteristics of Dutch neighbourhoods and municipalities on contact frequency with one's neighbours, tolerance to neighbours from a different race, generalized social trust and volunteering. Based on the homophily proposition, we expected that ethnic and economic heterogeneity in Dutch localities negatively affect these indicators of social cohesion. We also expected that poor localities, localities with high crime rates and localities that suffer from high residential mobility rates offer their residents less favourable circumstances for social cohesion to arise. For our individual level data, we used the survey 'Culturele Veranderingen 2004', which contains 2949 individuals living in 503 neighbourhoods and 245 municipalities. Economic deprivation (at the neighbourhood level) is most consistently negatively related to social cohesion. We did not find a consistent negative impact of ethnic heterogeneity on social cohesion. We conclude that not all aspects of social cohesion are affected in the same way by neighbourhood and municipality characteristics and that the impact of these characteristics on social cohesion depends on residents' income and educational level. Acta Politica (2009) 44, 286-313. doi: 10.1057/ap.2009.6",97,0001-6810,WOS:000268810700003,common
J,"Mollica, KA; Gray, B; Trevino, LK",Racial homophily and its persistence in newcomers' social networks,ORGANIZATION SCIENCE,2003,"This study examined the formation and persistence of homophilous, or same-race, friendship ties among racial minorities and whites in a ""newcomer"" setting. Homophilous ties provide valuable sources of mutual support but may limit racial minorities' access to. resources and information in organizations. Study participants were first-year MBA students who entered a program at the same time. We measured network ties at two times: six weeks after the beginning of the students' first semester in the program, and at the beginning of the following semester 31 months after the second survey. We also administered a separate survey measuring social identity salience prior to the first network survey.Despite the fact that there were fewer same-race ties for racial minorities to choose from, their friendship networks demonstrated greater homophily than those of whites early in the formation of the network and over time. Also, African-Americans were more likely than whites to seek out homophilous friendship ties in other class sections. Race as a salient social identity group membership was positively related to homophily for African-Americans, Hispanics, and whites. Over the time period studied there was no significant change in homophily among the racial groups' networks, despite the explicit promotion of diversity in recruitment of students, formation of heterogeneous classes and teams, and active support by the MBA program administrators. We discuss the practical implications of our findings for organizations that are attempting to increase cultural diversity and promote active interaction among individuals from different racial and ethnic backgrounds.",89,1047-7039,WOS:000182437400003,common
J,"Nambisan, Priya",Information seeking and social support in online health communities: impact on patients' perceived empathy,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,2011,"Objective Many healthcare organizations (HCOs) including Kaiser Permanente, Johns Hopkins, Cleveland Medical Center, and MD Anderson Cancer Center, provide access to online health communities as part of their overall patient support services. The key objective in establishing and running these online health communities is to offer empathic support to patients. Patients' perceived empathy is considered to be critical in patient recovery, specifically, by enhancing patient's compliance with treatment protocols and the pace of healing. Most online health communities are characterized by two main functions: informational support and social support. This study examines the relative impact of these two distinct functions that is, as an information seeking forum and as a social support forum on patients' perceived empathy in online health communities.Design This study tests the impact of two variables that reflect the above functions of online health communities information seeking effectiveness and perceived social support on perceived empathy. The model also incorporates the potential moderating effect of homophily on these relationships.Measurements A web-based survey was used to collect data from members of the online health communities provided by three major healthcare centers. A regression technique was used to analyze the data to test the hypotheses.Results The study finds that it is the information seeking effectiveness rather than the social support which affects patient's perceived empathy in online health communities run by HCOs. The results indicate that HCOs that provide online health communities for their patients need to focus more on developing tools that will make information seeking more effective and efficient.",75,1067-5027,WOS:000289960600014,common
J,"Goel, Sharad; Mason, Winter; Watts, Duncan J.",Real and Perceived Attitude Agreement in Social Networks,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,2010,"It is often asserted that friends and acquaintances have more similar beliefs and attitudes than do strangers; yet empirical studies disagree over exactly how much diversity of opinion exists within local social networks and, relatedly, how much awareness individuals have of their neighbors' views. This article reports results from a network survey, conducted on the Facebook social networking platform, in which participants were asked about their own political attitudes, as well as their beliefs about their friends' attitudes. Although considerable attitude similarity exists among friends, the results show that friends disagree more than they think they do. In particular, friends are typically unaware of their disagreements, even when they say they discuss the topic, suggesting that discussion is not the primary means by which friends infer each other's views on particular issues. Rather, it appears that respondents infer opinions in part by relying on stereotypes of their friends and in part by projecting their own views. The resulting gap between real and perceived agreement may have implications for the dynamics of political polarization and theories of social influence in general.",74,0022-3514,WOS:000282848000003,common
J,"Suitor, J; Keeton, S","Once a friend, always a friend? Effects of homophily on women's support networks across a decade",SOCIAL NETWORKS,1997,"This study uses data collected on 42 women and 432 members of their social networks across a 10-year period beginning with the women's return to school in midlife. The paper addresses three questions: (1) To what extent did the same individuals continue to be active members of the women's social support networks across the decade; (2) to what extent did educational similarity explain which individuals continued to be active members of the women's networks; and (3) did educational similarity explain patterns of both support and socializing? The analyses revealed that between one-quarter and one-third of the associates named as sources of school/work support, general emotional support or socializing continued to be named 10 years after the first interview. The analyses also demonstrated that associates' educational attainment was important in explaining which individuals continued to serve as sources of support for school/work; however, educational attainment was not important in explaining which associates continued to serve as sources of either general emotional support or socializing.",70,0378-8733,WOS:A1997WC55000004,common
J,"Ingram, Paul; Morris, Michael W.","Do people mix at mixers? Structure, homophily, and the ""Life of the Party""",ADMINISTRATIVE SCIENCE QUARTERLY,2007,"We used electronic name tags to conduct a fine-grained analysis of the pattern of socializing dynamics at a mixer attended by about 100 business people, to examine whether individuals in such minimally structured social events can initiate new and different contacts, despite the tendency to interact with those they already know or who are similar to them. The results show that guests did not mix as much as might be expected in terms of making new contacts. They were much more likely to encounter their pre-mixer friends, even though they overwhelmingly stated before the event that their goal was to meet new people. At the same time, guests did mix in the sense of encountering others who were different from themselves in terms of sex, race, education, and job. There was no evidence of homophily ( attraction to similar others) in the average encounter, although it did operate for some guests at some points in the mixer. Results also revealed a phenomenon that we call ""associative homophily,"" in which guests were more likely to join and continue engagement with a group as long as it contained at least one other person of the same race as them. We consider the implications of these results for organizations and individuals seeking to develop their networks and for theories of network dynamics.",69,0001-8392,WOS:000254900900002,common
J,"SUITOR, JJ; PILLEMER, K; KEETON, S",WHEN EXPERIENCE COUNTS - THE EFFECTS OF EXPERIENTIAL AND STRUCTURAL SIMILARITY ON PATTERNS OF SUPPORT AND INTERPERSONAL STRESS,SOCIAL FORCES,1995,"Previous research has suggested that individuals benefit from having associates who are similar to themselves on a variety of dimensions. This article develops a theoretical basis for predicting which types of similarity are most important in determining whether associates will be sources of social support or interpersonal stress. Drawing upon theories of homophily and reference groups, we suggest that experiential similarity (e.g., having experienced a similar status transition) is more important than structural similarity (e.g., similarity of age, gender, marital status) in determining sources of emotional support and stress following life events. The theoretical arguments are supported by data from two separate longitudinal studies of social networks following status transitions; specifically, returning to school and becoming the primary caregiver to an elderly parent.",64,0037-7732,WOS:A1995RJ51200019,common
J,"Popp, Danielle; Laursen, Brett; Kerr, Margaret; Stattin, Hakan; Burk, William J.",Modeling homophily over time with an actor-partner interdependence model,DEVELOPMENTAL PSYCHOLOGY,2008,"Selection and socialization have been implicated in friendship homophily, but the relative contributions of each are difficult to measure simultaneously because of the nonindependent nature of the data. To address this problem, the authors applied a multiple-groups longitudinal actor-partner interdependence model (D. A. Kashy & D. A. Kenny, 2000) for distinguishable dyads to 3 consecutive years of intoxication frequency data from a large community-based sample of Swedish youth. Participants, ranging from 12 to 18 years old (M = 14.35, SD = 1.56) at the start of the study, included 902 adolescents (426 girls and 476 boys) with at least one reciprocated friend during at least one time point and 212 adolescents (84 girls and 128 boys) without reciprocated friends at any time. Similarity estimates indicated strong effects for selection and socialization in friends' intoxication frequency. Over time, younger members of these dyads had less stable patterns of intoxication than older members, largely because younger partners changed their drinking behavior to resemble that of older partners.",56,0012-1649,WOS:000257736300011,common
J,"Smith, Jeffrey A.; McPherson, Miller; Smith-Lovin, Lynn","Social Distance in the United States: Sex, Race, Religion, Age, and Education Homophily among Confidants, 1985 to 2004",AMERICAN SOCIOLOGICAL REVIEW,2014,"Homophily, the tendency for similar actors to be connected at a higher rate than dissimilar actors, is a pervasive social fact. In this article, we examine changes over a 20-year period in two types of homophily-the actual level of contact between people in different social categories and the level of contact relative to chance. We use data from the 1985 and 2004 General Social Surveys to ask whether the strengths of five social distinctions-sex, race/ethnicity, religious affiliation, age, and education-changed over the past two decades in core discussion networks. Changes in the actual level of homophily are driven by the demographic composition of the United States. As the nation has become more diverse, cross-category contacts in race/ethnicity and religion have increased. After describing the raw homophily rates, we develop a case-control model to assess homophily relative to chance mixing. We find decreasing rates of homophily for gender but stability for race and age, although the young are increasingly isolated from older cohorts outside of the family. We also find some weak evidence for increasing educational and religious homophily. These relational trends may be explained by changes in demographic heterogeneity, institutional segregation, economic inequality, and symbolic boundaries.",55,0003-1224,WOS:000340424400004,common
J,"Wagner, Stephan M.",Supplier traits for better customer firm innovation performance,INDUSTRIAL MARKETING MANAGEMENT,2010,"Previous research on embedded ties with suppliers in an innovation context has Ignored the need for customer firms to assess and select suppliers on the basis of market orientation strategies and relationship marketing attributes. To address this void, this study investigates the effects of suppliers' downstream customer orientation and supplier-customer homophily (i.e, similarity of the supplier and the customer) on the customers' innovation performance. Data pertaining to new product development projects with contributions from supplier firms was collected on both sides of the supplier-customer dyad The analysis shows that downstream customer orientation and supplier-customer homophily have a significant impact on the customer firms' new product efficiency (i.e project cost and project speed) and new product effectiveness (i.e., innovativeness), which in turn positively influence new product performance in terms of profitability, market share, and growth. (C) 2009 Elsevier Inc All tights reserved.",52,0019-8501,WOS:000283613500013,common
J,"Maes, Michael; Flache, Andreas",Differentiation without Distancing. Explaining Bi-Polarization of Opinions without Negative Influence,PLOS ONE,2013,"Explanations of opinion bi-polarization hinge on the assumption of negative influence, individuals' striving to amplify differences to disliked others. However, empirical evidence for negative influence is inconclusive, which motivated us to search for an alternative explanation. Here, we demonstrate that bi-polarization can be explained without negative influence, drawing on theories that emphasize the communication of arguments as central mechanism of influence. Due to homophily, actors interact mainly with others whose arguments will intensify existing tendencies for or against the issue at stake. We develop an agent-based model of this theory and compare its implications to those of existing social-influence models, deriving testable hypotheses about the conditions of bi-polarization. Hypotheses were tested with a group-discussion experiment (N = 96). Results demonstrate that argument exchange can entail bi-polarization even when there is no negative influence.",50,1932-6203,WOS:000327652100001,common
J,"Gibbons, D; Olk, PM",Individual and structural origins of friendship and social position among professionals,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,2003,"Friendship affects individual and organizational well-being through direct relations, social positions, and complex network structures. In this study, the authors use longitudinal data from 2 groups of master's of business administration students to increase understanding of how friendship networks develop. The authors propose and test a dynamic model in which attribute similarity facilitates dyadic friendship ties, as well as similar network centrality and social position; early friendship increases later similarity in structural position and centrality; and early structural similarity enhances the likelihood of future friendship. Findings largely supported the model, demonstrating how homophily and early social contacts can jointly shape maturing friendship networks.",50,0022-3514,WOS:000180538100006,common
J,"Young, Jacob T. N.","How Do They 'End Up Together'? A Social Network Analysis of Self-Control, Homophily, and Adolescent Relationships",JOURNAL OF QUANTITATIVE CRIMINOLOGY,2011,"Self-control theory (Gottfredson and Hirschi 1990) argues that individuals with similar attributes tend to 'end up together' (i.e., homophily) because of the tendency to select friends based on self-control. Studies documenting homophily in peer groups interpret the correlation between self-control, peer delinquency, and self-reported delinquency as evidence that self-control is an influential factor in friendship formation. However, past studies are limited because they do not directly test the hypothesis that self-control influences friendship selection, nor do they account for other mechanisms that may influence decisions. As a result, it is unclear whether the correlation between individual and peer behavior is the result of selection based on self-control or alternative mechanisms. To address this gap in the literature this study employs exponential random graph modeling to test hypotheses derived from self-control theory using approximately 63,000 respondents from 59 schools from the National Longitudinal Survey of Adolescent Health (Add Health). In contrast to the predictions made by Gottfredson and Hirschi (1990), and the conclusions drawn from prior research, there is little evidence that self-control influences friendship selection. The findings are embedded in past work on the relationship between self-control and peer relationships, and implications for future research are discussed.",49,0748-4518,WOS:000293291500001,common
