PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Bennett, WL; Segerberg, A",,,,"Bennett, W. Lance; Segerberg, Alexandra",,,THE LOGIC OF CONNECTIVE ACTION Digital media and the personalization of contentious politics,INFORMATION COMMUNICATION & SOCIETY,,,,,,,,,,,,"From the Arab Spring and los indignados in Spain, to Occupy Wall Street (and beyond), large-scale, sustained protests are using digital media in ways that go beyond sending and receiving messages. Some of these action formations contain relatively small roles for formal brick and mortar organizations. Others involve well-established advocacy organizations, in hybrid relations with other organizations, using technologies that enable personalized public engagement. Both stand in contrast to the more familiar organizationally managed and brokered action conventionally associated with social movement and issue advocacy. This article examines the organizational dynamics that emerge when communication becomes a prominent part of organizational structure. It argues that understanding such variations in large-scale action networks requires distinguishing between at least two logics that may be in play: The familiar logic of collective action associated with high levels of organizational resources and the formation of collective identities, and the less familiar logic of connective action based on personalized content sharing across media networks. In the former, introducing digital media do not change the core dynamics of the action. In the case of the latter, they do. Building on these distinctions, the article presents three ideal types of large-scale action networks that are becoming prominent in the contentious politics of the contemporary era.",,,,,,,,,,,,,,,,,1369-118X,,,,,,2012,15,5,,,SI,,739,768,,10.1080/1369118X.2012.670661,,,,,,,WOS:000304470300008,,,,,
J,"McPherson, M; Smith-Lovin, L; Brashears, ME",,,,"McPherson, Miller; Smith-Lovin, Lynn; Brashears, Matthew E.",,,Social isolation in America: Changes in core discussion networks over two decades,AMERICAN SOCIOLOGICAL REVIEW,,,,,,,,,,,,"Have the core discussion networks of Americans changed in the past two decades? In 1985, the General Social Survey (GSS) collected the first nationally representative data on the confidants. with whom Americans discuss important matters. In the 2004 GSS the authors replicated those questions to assess social change in core network structures. Discussion networks are smaller in 2004 than in 1985. The number of people saying there is no one with whom they discuss important matters nearly tripled.,The mean network size decreases by about a third (one confidant), from 2.94 in 1985 to 2.08 in 2004. The modal respondent now reports having no confidant; the modal respondent in 1985 had three confidants. Both kin and non-kin confidants were lost in. the past two decades, but the greater decrease of non-kin ties leads to more confidant networks centered on spouses and parents, with fewer contacts through voluntary associations and neighborhoods. Most people have densely interconnected confidants similar to them. Some changes reflect the changing demographics of the US. population. Educational heterogeneity of social ties has decreased, racial heterogeneity has increased. The data may overestimate the number of social isolates, but these shrinking networks reflect an important social change in America",,,,,"Brashears, Matthew/0000-0003-1029-4682",,,,,,,,,,,,0003-1224,,,,,JUN,2006,71,3,,,,,353,375,,10.1177/000312240607100301,,,,,,,WOS:000238812900001,,,,,
J,"LINK, BG",,,,"LINK, BG",,,UNDERSTANDING LABELING EFFECTS IN THE AREA OF MENTAL-DISORDERS - AN ASSESSMENT OF THE EFFECTS OF EXPECTATIONS OF REJECTION,AMERICAN SOCIOLOGICAL REVIEW,,,,,,,,,,,,,,,,"Link, Bruce/N-9087-2013",,,,,,,,,,,,,0003-1224,1939-8271,,,,FEB,1987,52,1,,,,,96,112,,10.2307/2095395,,,,,,,WOS:A1987G176100008,,,,,
J,"MCADAM, D",,,,"MCADAM, D",,,RECRUITMENT TO HIGH-RISK ACTIVISM - THE CASE OF FREEDOM SUMMER,AMERICAN JOURNAL OF SOCIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002-9602,,,,,JUL,1986,92,1,,,,,64,90,,10.1086/228463,,,,,,,WOS:A1986D783200003,,,,,
J,"Sorenson, O; Stuart, TE",,,,"Sorenson, O; Stuart, TE",,,Syndication networks and the spatial distribution of venture capital investments,AMERICAN JOURNAL OF SOCIOLOGY,,,,,,,,,,,,"Sociological investigations of economic exchange reveal how institutions and social structures shape transaction patterns among economic actors. This article explores how interfirm networks in the U.S. venture capital (VC) market affect spatial patterns of exchange. Evidence suggests that information about potential investment opportunities generally circulates within geographic and industry spaces. In turn, the circumscribed flow of information within these spaces contributes to the geographic- and industry-localization of VC investments. Empirical analyses demonstrate that the social networks in the VC community-built up through the industry's extensive use of syndicated investing-diffuse information across boundaries and therefore expand the spatial radius of exchange. Venture capitalists that build axial positions in the industry's coinvestment network invest more frequently in spatially distant companies. Thus, variation in actors' positioning within the structure of the market appears to differentiate market participants' ability to overcome boundaries that otherwise would curtail exchange.",,,,"Sorenson, Olav/C-6926-2011","Sorenson, Olav/0000-0002-0599-6738",,,,,,,,,,,,0002-9602,,,,,MAY,2001,106,6,,,,,1546,1588,,10.1086/321301,,,,,,,WOS:000171446800002,,,,,
J,"MARSDEN, PV; CAMPBELL, KE",,,,"MARSDEN, PV; CAMPBELL, KE",,,MEASURING TIE STRENGTH,SOCIAL FORCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0037-7732,,,,,,1984,63,2,,,,,482,501,,10.2307/2579058,,,,,,,WOS:A1984TT84000011,,,,,
J,"WELLMAN, B",,,,"WELLMAN, B",,,COMMUNITY QUESTION - INTIMATE NETWORKS OF EAST YORKERS,AMERICAN JOURNAL OF SOCIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002-9602,,,,,,1979,84,5,,,,,1201,1231,,10.1086/226906,,,,,,,WOS:A1979GQ85400007,,,,,
J,"Strang, D; Soule, SA",,,,"Strang, D; Soule, SA",,,Diffusion in organizations and social movements: From hybrid corn to poison pills,ANNUAL REVIEW OF SOCIOLOGY,,,,,,,,,,,,"There has been rapid growth in the study of diffusion across organizations and social movements in recent years, fueled by interest in institutional arguments and in network and dynamic analysis. This research develops a sociologically grounded account of change emphasizing the channels along which practices flow. Our review focuses on characteristic lines of argument, emphasizing the structural and cultural logic of diffusion processes. We argue for closer theoretical attention to why practices diffuse at different rates and via different pathways in different settings. Three strategies for further development are proposed: broader comparative research designs, closer inspection of the content of social relations between collective actors, and more attention to diffusion industries run by the media and communities of experts.",,,,"白, 纯歌/V-1853-2017",,,,,,,,,,,,,0360-0572,,,,,,1998,24,,,,,,265,290,,10.1146/annurev.soc.24.1.265,,,,,,,WOS:000075625800011,,,,,
J,"Paxton, P",,,,"Paxton, P",,,Is social capital declining in the United States? A multiple indicator assessment,AMERICAN JOURNAL OF SOCIOLOGY,,,,,,,,,,,,"Despite a great deal of interest in a possible decline of social capital in the United States, scholars have not reached a consensus on the trend. This article improves upon previous research by providing a model of social capital that has explicit links to theories of social capital and that analyzes multiple indicators of social capital over a 20-year period. The results do not consistently support Putnam's claim of a decline in social capital, showing instead some decline in a general measure of social capital, a decline in trust in individuals, no general decline in trust in institutions, and no decline in associations.",,,,,,,,,,,,,,,,,0002-9602,,,,,JUL,1999,105,1,,,,,88,127,,10.1086/210268,,,,,,,WOS:000082126600003,,,,,
J,"LIN, N; ENSEL, WM; VAUGHN, JC",,,,"LIN, N; ENSEL, WM; VAUGHN, JC",,,SOCIAL RESOURCES AND STRENGTH OF TIES - STRUCTURAL FACTORS IN OCCUPATIONAL-STATUS ATTAINMENT,AMERICAN SOCIOLOGICAL REVIEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003-1224,,,,,,1981,46,4,,,,,393,403,,10.2307/2095260,,,,,,,WOS:A1981ME58700002,,,,,
J,"SEIDMAN, SB",,,,"SEIDMAN, SB",,,NETWORK STRUCTURE AND MINIMUM DEGREE,SOCIAL NETWORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0378-8733,,,,,,1983,5,3,,,,,269,287,,10.1016/0378-8733(83)90028-X,,,,,,,WOS:A1983RS06200002,,,,,
J,"Smith, KP; Christakis, NA",,,,"Smith, Kirsten P.; Christakis, Nicholas A.",,,Social networks and health,ANNUAL REVIEW OF SOCIOLOGY,Annual Review of Sociology,,,,,,,,,,,"People are interconnected, and so their health is interconnected. In recognition of this social fact, there has been growing conceptual and empirical attention over the past decade to the impact of social networks on health. This article reviews prominent findings from this literature. After drawing a distinction between social network studies and social support studies, we explore current research on dyadic and supradyadic network influences on health, highlighting findings from both egocentric and sociocentric analyses. We then discuss the policy implications of this body of work, as well as future research directions. We conclude that the existence of social networks means that people's health is interdependent and that health and health care can transcend the individual in ways that patients, doctors, policy makers, and researchers should care about.",,,,"Christakis, Nicholas A/C-3205-2009",,,,,,,,,,,,,0360-0572,,,,,,2008,34,,,,,,405,429,,10.1146/annurev.soc.34.040507.134601,,,,,,,WOS:000258509400019,,,,,
J,"Watts, DJ",,,,"Watts, DJ",,,"Networks, dynamics, and the small-world phenomenon",AMERICAN JOURNAL OF SOCIOLOGY,,,,,,,,,,,,"The small-world phenomenon formalized in this article as the coincidence of high local clustering and short global separation, is shown to be a general feature of sparse, decentralized networks that are neither completely ordered nor completely random. Networks of this kind have received little attention, yet they appear to be widespread in the social and natural sciences, as is indicated here by three distinct examples. Furthermore, small admixtures of randomness to an otherwise ordered network can have a dramatic impact on its dynamical, as well as structural, properties-a feature illustrated by a simple model of disease transmission.",,,,"Watts, Duncan/J-6483-2012",,,,,,,,,,,,,0002-9602,,,,,SEP,1999,105,2,,,,,493,527,,10.1086/210318,,,,,,,WOS:000082895100005,,,,,
J,"Centola, D; Macy, M",,,,"Centola, Damon; Macy, Michael",,,Complex contagions and the weakness of long ties,AMERICAN JOURNAL OF SOCIOLOGY,,,,,,,,,,,,"The strength of weak ties is that they tend to be long - they connect socially distant locations, allowing information to diffuse rapidly. The authors test whether this ""strength of weak ties"" generalizes from simple to complex contagions. Complex contagions require social affirmation from multiple sources. Examples include the spread of high-risk social movements, avant garde fashions, and unproven technologies. Results show that as adoption thresholds increase, long ties can impede diffusion. Complex contagions depend primarily on the width of the bridges across a network, not just their length. Wide bridges are a characteristic feature of many spatial networks, which may account in part for the widely observed tendency for social movements to diffuse spatially.",,,,,,,,,,,,,,,,,0002-9602,,,,,NOV,2007,113,3,,,,,702,734,,10.1086/521848,,,,,,,WOS:000251447000003,,,,,
J,"Bian, YJ",,,,"Bian, YJ",,,"Bringing strong ties back in: Indirect ties, network bridges, and job searches in China",AMERICAN SOCIOLOGICAL REVIEW,,,,,13th World Congress of Sociology,"JUL 17-23, 1994","BIELEFELD, GERMANY",Sociol Mental Hlth Working Grp,,,,"Granovetter's (1973, 1974) ''strength-of-weak-ties'' argument has led to fruitful research on how individuals are marched to jobs in marker economies. In analyzing the institution for assigning jobs in China, I make distinctions (I) between information and influence that flow through networks during job searches and (2) between direct ties and indirect ties used by job-seekers. I find that in China personal networks are used to influence authorities who in turn assign jobs as favors to their contacts, which is a type of unauthorized activity facilitated by strong ties characterized by trust and obligation. In a 1988 survey in Tianjin, I find that (1) jobs are acquired through strong ties more frequently than through weak ties, (2) both direct and indirect ties are used to obtain help from job-assigning authorities, (3) job-seekers and their ultimate helpers are indirectly connected through intermediaries to whom both are strongly tied, and (4) job-seekers using indirect ties are more likely to obtain better jobs than those using direct ties.",,,,,,,,,,,,,,,,,0003-1224,,,,,JUN,1997,62,3,,,,,366,385,,10.2307/2657311,,,,,,,WOS:A1997XG45300002,,,,,
J,"BURT, RS",,,,"BURT, RS",,,NETWORK ITEMS AND THE GENERAL SOCIAL SURVEY,SOCIAL NETWORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0378-8733,,,,,,1984,6,4,,,,,293,339,,10.1016/0378-8733(84)90007-8,,,,,,,WOS:A1984AAY2300001,,,,,
J,"Delhey, J; Newton, K",,,,"Delhey, J; Newton, K",,,Predicting cross-national levels of social trust: Global pattern or nordic exceptionalism?,EUROPEAN SOCIOLOGICAL REVIEW,,,,,,,,,,,,"This analysis of variations in the level of generalized social trust (defined here as the belief that others will not deliberately or knowingly do us harm, if they can avoid it, and will look after our interests, if this is possible) in 60 nations of the world shows that trust is an integral part of a tight syndrome of social, political and economic conditions. High trust countries are characterized by ethnic homogeneity, Protestant religious traditions, good government, wealth (gross domestic product per capita), and income equality. This combination is most marked in the high trust Nordic countries but the same general pattern is found in the remaining 55 countries, albeit in a weaker form. Rural societies have comparatively low levels of generalized trust but large-scale urban societies do not. Cause and effect relations are impossible to specify exactly but ethnic homogeneity and Protestant traditions seem to have a direct impact on trust, and an indirect one through their consequences for good government, wealth and income equality. The importance of ethnic homogeneity also suggests that the difference between particularized and generalized trust may be one of degree rather than kind.",,,,,,,,,,,,,,,,,0266-7215,,,,,SEP,2005,21,4,,,,,311,327,,10.1093/esr/jci022,,,,,,,WOS:000231761500001,,,,,
J,"Ruef, M; Aldrich, HE; Carter, NM",,,,"Ruef, M; Aldrich, HE; Carter, NM",,,"The structure of founding teams: Homophily, strong ties, and isolation among US entrepreneur",AMERICAN SOCIOLOGICAL REVIEW,,,,,97th Annual Meeting of the American-Sociological-Association,"AUG 15-19, 2002","CHICAGO, IL",Amer Sociol Assoc,,,,"The mechanisms governing the composition of formal social groups (e.g., task groups, organizational founding teams) remain poorly understood, owing to (1) a lack of representative sampling from groups found in the general population, (2) a ""success"" bias among researchers that leads them to consider only those groups that actually emerge and survive, and (3) a restrictive focus on some theorized mechanisms of group composition (e.g., homophily) to the exclusion of others. These shortcomings are addressed by analyzing a unique, representative data set of organizational founding teams sampled from the U.S. population. Rather than simply considering the properties of those founding teams that are empirically observed, a novel quantitative methodology generates the distribution of all possible teams, based on combinations of individual and relational characteristics. This methodology permits the exploration of five mechanisms of group composition-those based on homophily. functionality, status expectations, network constraint, and ecological constraint. Findings suggest that homophily and network constraints based on strong ties have the most pronounced effect on group composition. Social isolation (i.e., exclusion from a group) is more likely to occur as a result of ecological constraints on the availability of similar alters in a locality than as a result of status-varying membership choices.",,,,"McBee, David J/F-3968-2012; Aldrich, Howard E/A-9835-2008","Aldrich, Howard E/0000-0003-2669-5536",,,,,,,,,,,,0003-1224,,,,,APR,2003,68,2,,,,,195,222,,10.2307/1519766,,,,,,,WOS:000222054000002,,,,,
