PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Pawlowski, SD; Robey, D",,,,"Pawlowski, SD; Robey, D",,,Bridging user organizations: Knowledge brokering and the work of information technology professionals,MIS QUARTERLY,,,,,,,,,,,,"This interpretive case study examines knowledge brokering as an aspect of the work of information technology professionals. The purpose of this exploratory study is to understand knowledge brokering from the perspective of IT professionals as they reflect upon their work practice. As knowledge brokers, IT professionals see themselves as facilitating the flow of knowledge about both IT and business practices across the boundaries that separate work units within organizations. A qualitative analysis of interviews conducted with 23 IT professionals and business users in a large manufacturing and distribution company is summarized in a conceptual framework showing the conditions, practices, and consequences of knowledge brokering by IT professionals. The framework suggests that brokering practices are conditioned by structural conditions, including decentralization and a federated IT management organization, and by technical conditions, specifically shared IT systems that serve as boundary objects. Brokering practices include gaining permission to cross organizational boundaries, surfacing and challenging assumptions made by IT users, translation and interpretation, and relinquishing ownership of knowledge. Consequences of brokering are the transfer of both business and IT knowledge across units in the organization.",,,,"Guardado, Deana R/E-5431-2010",,,,,,,,,,,,,0276-7783,,,,,DEC,2004,28,4,,,,,645,672,,,,,,,,,WOS:000225729200006,,,,,
J,"Kane, GC; Alavi, M; Labianca, G; Borgatti, SP",,,,"Kane, Gerald C.; Alavi, Maryam; Labianca, Giuseppe (Joe); Borgatti, Stephen P.",,,WHAT'S DIFFERENT ABOUT SOCIAL MEDIA NETWORKS? A FRAMEWORK AND RESEARCH AGENDA,MIS QUARTERLY,,,,,,,,,,,,"In recent years, we have witnessed the rapid proliferation and widespread adoption of a new class of information technologies, commonly known as social media. Researchers often rely on social network analysis (SNA) when attempting to understand these technologies, often without considering how the novel capabilities of social media platforms might affect the underlying theories of SNA, which were developed primarily through studies of offline social networks. This article outlines several key differences between traditional offline social networks and online social media networks by juxtaposing an established typology of social network research with a well-regarded definition of social media platforms that articulates four key features. The results show that at four major points of intersection, social media has considerable theoretical implications for SNA. In exploring these points of intersection, this study outlines a series of theoretically distinct research questions for SNA in social media contexts. These points of intersection offer considerable opportunities for researchers to investigate the theoretical implications introduced by social media and lay the groundwork for a robust social media agenda potentially spanning multiple disciplines.",,,,"Labianca, Giuseppe/K-6074-2015","Labianca, Giuseppe/0000-0002-9412-8421; Borgatti, Stephen/0000-0002-5776-5579",,,,,,,,,,,,0276-7783,,,,,MAR,2014,38,1,,,,,275,304,,10.25300/MISQ/2014/38.1.13,,,,,,,WOS:000342493400014,,,,,
B,"DiMicco, J; Millen, DR; Geyer, W; Dugan, C; Brownholtz, B; Muller, M",,,ACM,"DiMicco, Joan; Millen, David R.; Geyer, Werner; Dugan, Casey; Brownholtz, Beth; Muller, Michael",,,Motivations for Social Networking at Work,"CSCW: 2008 ACM CONFERENCE ON COMPUTER SUPPORTED COOPERATIVE WORK, CONFERENCE PROCEEDINGS",,,,,ACM Conference on Computer Supported Cooperative Work,"NOV 08-12, 2008","San Diego, CA","ACM, ACM SIGCHI",,,,"The introduction of a social networking site inside of a large enterprise enables a new method of communication between colleagues, encouraging both personal and professional sharing inside the protected walls of a company intranet. Our analysis of user behavior and interviews presents the case that professionals use internal social networking to build stronger bonds with their weak ties and to reach out to employees they do not know. Their motivations in doing this include connecting on a personal level with coworkers, advancing their career with the company, and campaigning for their projects.",,,,,,,,,,,,,,,,,,,978-1-60558-007-4,,,,2008,,,,,,,711,720,,,,,,,,,WOS:000265978000085,,,,,
J,"Aharony, N; Pan, W; Ip, C; Khayal, I; Pentland, A",,,,"Aharony, Nadav; Pan, Wei; Ip, Cory; Khayal, Inas; Pentland, Alex",,,Social fMRI: Investigating and shaping social mechanisms in the real world,PERVASIVE AND MOBILE COMPUTING,,,,,,,,,,,,"We introduce the Friends and Family study, a longitudinal living laboratory in a residential community. In this study, we employ a ubiquitous computing approach, Social Functional Mechanism-design and Relationship Imaging, or Social fMRI, that combines extremely rich data collection with the ability to conduct targeted experimental interventions with study populations. We present our mobile-phone-based social and behavioral sensing system, deployed in the wild for over 15 months. Finally, we present three investigations performed during the study, looking into the connection between individuals' social behavior and their financial status, network effects in decision making, and a novel intervention aimed at increasing physical activity in the subject population. Results demonstrate the value of social factors for choice, motivation, and adherence, and enable quantifying the contribution of different incentive mechanisms. (C)2011 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,1574-1192,,,,,DEC,2011,7,6,,,SI,,643,659,,10.1016/j.pmcj.2011.09.004,,,,,,,WOS:000299669600002,,,,,
B,"Chen, JL; Geyer, W; Dugan, C; Muller, M; Guy, I",,"Greenberg, S; Hudson, SE; Hinkley, K; RingelMorris, M; Olsen, DR",,"Chen, Jilin; Geyer, Werner; Dugan, Casey; Muller, Michael; Guy, Ido",,,"Make New Friends, but Keep the Old - Recommending People on Social Networking Sites","CHI2009: PROCEEDINGS OF THE 27TH ANNUAL CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, VOLS 1-4",,,,,27th Annual CHI Conference on Human Factors in Computing Systems,"APR 04-09, 2009","Boston, MA","ACM SIGCHI, Autodesk, Google, Microsoft, NSF, eLearn Magazine, interations, Yahoo",,,,"This paper studies people recommendations designed to help users find known, offline contacts and discover new friends on social networking sites. We evaluated four recommender algorithms in an enterprise social networking site using a personalized survey of 500 users and a field study of 3,000 users. We found all-algorithms effective in expanding users' friend lists. Algorithms based on social network information were able to produce better-received recommendations and find more known contacts, for users, while algorithms using similarity of user-created content were stronger in discovering new friends. We also collected qualitative feedback from our survey users and draw several meaningful design implications.",,,,,,,,,,,,,,,,,,,978-1-60558-246-7,,,,2009,,,,,,,201,210,,10.1145/1518701.1518735,,,,,,,WOS:000265679300026,,,,,
J,"Gerber, EM; Hui, JL",,,,"Gerber, Elizabeth M.; Hui, Julie",,,Crowdfunding: Motivations and Deterrents for Participation,ACM TRANSACTIONS ON COMPUTER-HUMAN INTERACTION,,,,,,,,,,,,"Crowdfunding is changing how, why, and which ideas are brought into existence. With the increasing number of crowdfunded projects, it is important to understand what drives people to either create or fund these projects. To shed light on this new social phenomenon, we present a grounded theory of motivation informed by the first cross-platform qualitative study of the crowdfunding community. By performing 83 semistructured interviews, we uncover creator motivations, which include the desire to raise funds, expand awareness of work, connect with others, gain approval, maintain control, and learn; and supporter motivations, which include the desire to collect rewards, help others, support causes, and be part of a community. We also explore deterrents to crowdfunding participation, including, among creators, fear of failure, and, for supporters, lack of trust. Based on these findings, we provide three emergent design principles to inform the design of effective crowdfunding platforms and support tools.",,,,"Gerber, Elizabeth/B-7594-2009",,,,,,,,,,,,,1073-0516,1557-7325,,,,DEC,2013,20,6,,,,,,,34,10.1145/2530540,,,,,,,WOS:000330746900003,,,,,
J,"CHATMAN, EA",,,,"CHATMAN, EA",,,LIFE IN A SMALL WORLD - APPLICABILITY OF GRATIFICATION THEORY TO INFORMATION-SEEKING BEHAVIOR,JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE,,,,,,,,,,,,"This research reports a study in which gratification theory (essentially, that certain populations live in an environment in which the emphasis is on immediate gratifications and satisfaction of needs) was applied to an information-seeking behavior of a lower-class population. The focus of the study was an investigation of the information-seeking behaviors of a lower-working class population. Respondents were janitorial workers at a southern university. Results show that, although members of this lower-working class population expressed a number of areas in which they needed information (e.g., employment, everyday coping advice, etc.), they were not active seekers of information outside of their most familiar social milieu. The findings indicate that a possible explanation for this was the perception that outside sources were not capable of responding to their concern. Thus, there was little motivation in exploring the relevance of these sources. Moreover, items of most interest to them were those things that were accessible, had a firm footing in everyday reality, and responded to some immediate, practical concern.",,,,,,,,,,,,,,,,,0002-8231,,,,,JUL,1991,42,6,,,,,438,449,,10.1002/(SICI)1097-4571(199107)42:6<438::AID-ASI6>3.0.CO;2-B,,,,,,,WOS:A1991FU46800006,,,,,
B,"Burke, M; Kraut, R; Marlow, C",,,ACM,"Burke, Moira; Kraut, Robert; Marlow, Cameron",,,Social Capital on Facebook: Differentiating Uses and Users,29TH ANNUAL CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS,,,,,29th Annual CHI Conference on Human Factors in Computing Systems,"MAY 07-12, 2011","Vancouver, CANADA","Assoc Comp Machinery, SIGCHI",,,,"Though social network site use is often treated as a monolithic activity, in which all time is equally ""social"" and its impact the same for all users, we examine how Facebook affects social capital depending upon: (1) types of site activities, contrasting one-on-one communication, broadcasts to wider audiences, and passive consumption of social news, and (2) individual differences among users, including social communication skill and self-esteem. Longitudinal surveys matched to server logs from 415 Facebook users reveal that receiving messages from friends is associated with increases in bridging social capital, but that other uses are not. However, using the site to passively consume news assists those with lower social fluency draw value from their connections. The results inform site designers seeking to increase social connectedness and the value of those connections.",,,,,,,,,,,,,,,,,,,978-1-4503-0228-9,,,,2011,,,,,,,571,580,,,,,,,,,WOS:000395171600064,,,,,
J,"Pettigrew, KE; Fidel, R; Bruce, H",,,,"Pettigrew, KE; Fidel, R; Bruce, H",,,Conceptual frameworks in information Behavior,ANNUAL REVIEW OF INFORMATION SCIENCE AND TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0066-4200,1550-8382,,,,,2001,35,,,,,,43,78,,,,,,,,,WOS:000173258300004,,,,,
J,"Borner, K; Sanyal, S; Vespignani, A",,,,"Borner, Katy; Sanyal, Soma; Vespignani, Alessandro",,,Network science,ANNUAL REVIEW OF INFORMATION SCIENCE AND TECHNOLOGY,,,,,,,,,,,,,,,,"Vespignani, Alessandro/A-8794-2009","Vespignani, Alessandro/0000-0003-3419-4205",,,,,,,,,,,,0066-4200,1550-8382,,,,,2007,41,,,,,,537,607,,10.1002/aris.2007.1440410119,,,,,,,WOS:000242813600013,,,,,
J,"Pettigrew, KE",,,,"Pettigrew, KE",,,Waiting for chiropody: contextual results from an ethnographic study of the information behaviour among attendees at community clinics,INFORMATION PROCESSING & MANAGEMENT,,,,,,,,,,,,"The importance of including contextual factors when studying information behaviour is illustrated using findings from a recent field study in which ethnographic methods and social network theory are used to investigate the flow of human services information (HSI) among nurses, the elderly and other individuals at community-based foot clinics. Four types of contextual factors are identified: physical environment, clinic activities, the nurse's situation, and the senior's situation. While each type of factor has particular implications for the participants' information behaviour, it is shown how the interaction of multiple factors led to the conceptualization of such notions as an information ground, which may be used for guiding further research on the flow of information in community settings. This concept of an information ground is further based on a social constructionist definition of human services information. The implications of the researcher's presence at the field site as an additional contextual factor are also discussed. (C) 1999 Elsevier Science Ltd. All rights reserved.",,,,,,,,,,,,,,,,,0306-4573,,,,,NOV,1999,35,6,,,,,801,817,,10.1016/S0306-4573(99)00027-8,,,,,,,WOS:000083853700006,,,,,
J,"Scott, JE",,,,"Scott, JE",,,Facilitating interorganizational learning with information technology,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,,,,,,,,,,,,"Increasingly, organizations collaborate to complement their core competencies. New product development, for example, is often a collaborative process, with customers and suppliers contributing complementary knowledge and skills. This study uses grounded theory to determine how and why information technology facilitates interorganizational learning. Semi-structured interviews in the disk drive industry were coded to develop a conceptual model. An important finding is that organizations collaborate closely through virtual integration. They need interorganizational learning to help them cope with the complexity of new products and the capital intensity in the disk drive industry. However, effective interorganizational collaboration needs trust. The main contribution of the model is in explaining the role of information technology in lower and higher levels of interorganizational learning, cognitive and affective trust, and virtual and humanistic interorganizational collaboration.",,,,,,,,,,,,,,,,,0742-1222,,,,,FAL,2000,17,2,,,,,81,113,,,,,,,,,WOS:000165221900006,,,,,
J,"Hwang, KO; Ottenbacher, AJ; Green, AP; Cannon-Diehl, MR; Richardson, O; Bernstam, EV; Thomas, EJ",,,,"Hwang, Kevin O.; Ottenbacher, Allison J.; Green, Angela P.; Cannon-Diehl, M. Roseann; Richardson, Oneka; Bernstam, Elmer V.; Thomas, Eric J.",,,Social support in an Internet weight loss community,INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,,,,,,,,,,,,"Purpose: To describe social support for weight loss shared by members of a large Internet weight loss community. Methods: We conducted a mixed-methods study with surveys (n = 193) and interviews (n = 13) of community members along with a content analysis of discussion forum messages (n = 1924 messages). Qualitative data were analyzed for social support themes. Results: Survey respondents were primarily white (91.4%) and female (93.8%) with mean age 37.3 years and mean body mass index 30.9. They used forums frequently, with 56.8% reading messages, 36.1% replying to messages, and 18.5% posting messages to start a discussion related to weight loss on a daily or more frequent basis. Major social support themes were encouragement and motivation, mentioned at least once by 87.6% of survey respondents, followed by information (58.5%) and shared experiences (42.5%). Subthemes included testimonies, recognition for success, accountability, friendly competition, and humor. Members valued convenience, anonymity, and the non-judgmental interactions as unique characteristics of Internet-mediated support. Conclusion: This Internet weight loss community plays a prominent role in participants' weight loss efforts. Social support within Internet weight loss communities merits further evaluation as a weight loss resource for clinicians to recommend to patients. Understanding these communities could improve how health professionals evaluate, build, harness, and manipulate social support for weight loss. (C) 2009 Elsevier Ireland Ltd. All rights reserved.",,,,,"Ottenbacher, Allison/0000-0002-8974-5580; Hwang, Kevin/0000-0002-2932-512X; Bernstam, Elmer/0000-0001-7643-791X",,,,,,,,,,,,1386-5056,1872-8243,,,,JAN,2010,79,1,,,,,5,13,,10.1016/j.ijmedinf.2009.10.003,,,,,,,WOS:000274014100002,19945338,,,,
J,"Panzarasa, P; Opsahl, T; Carley, KM",,,,"Panzarasa, Pietro; Opsahl, Tore; Carley, Kathleen M.",,,Patterns and Dynamics of Users' Behavior and Interaction: Network Analysis of an Online Community,JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY,,,,,,,,,,,,"This research draws on longitudinal network data from an online community to examine patterns of users' behavior and social interaction, and infer the processes underpinning dynamics of system use. The online community represents a prototypical example of a complex evolving social network in which connections between users are established over time by online messages. We study the evolution of a variety of properties since the inception of the system, including how users create, reciprocate, and deepen relationships with one another, variations in users' gregariousness and popularity, reachability and typical distances among users, and the degree of local redundancy in the system. Results indicate that the system is a ""small world"" characterized by the emergence, in its early stages, of a hub-dominated structure with heterogeneity in users' behavior. We investigate whether hubs are responsible for holding the system together and facilitating information flow, examine first-mover advantages underpinning users' ability to rise to system prominence, and uncover gender differences in users' gregariousness, popularity, and local redundancy. We discuss the implications of the results for research on system use and evolving social networks, and for a host of applications, including information diffusion, communities of practice, and the security and robustness of information systems.",,,,"Opsahl, Tore/C-4533-2011","Opsahl, Tore/0000-0003-0346-8082; Carley, Kathleen M./0000-0002-6356-0238",,,,,,,,,,,,1532-2882,1532-2890,,,,MAY,2009,60,5,,,,,911,932,,10.1002/asi.21015,,,,,,,WOS:000265420700004,,,,,
