PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Kim, G; Shin, B; Lee, HG",,,,"Kim, Gimun; Shin, BongSik; Lee, Ho Geun",,,Understanding dynamics between initial trust and usage intentions of mobile banking,INFORMATION SYSTEMS JOURNAL,,,,,,,,,,,,"Mobile banking is an emerging application of mobile commerce that could become an additional revenue source to both banks and telecom service providers. It is a form of service convergence enabled by innovative technologies. Despite the alleged benefits of mobile banking, its acceptance has been short of industry expectations. One plausible explanation may be consumers' initial lack of trust in available services. The objective of our research is to reveal the mechanisms associated with the initial formation of people's trust in mobile banking and intention to use the service. For this, we attempt to understand the effect of four antecedent variables (structural assurances, relative benefits, personal propensity to trust and firm reputation) on shaping a person's initial trust in mobile banking and its usage intention. They represent four types of trust-inducing forces: institutional offering (structural assurances), cognition (perceived benefits), personality (personal propensity) and firm characteristics (firm reputation). We examine individual significance of the selected antecedents and also their comparative reliability in explaining the two exogenous variables. The technical basis of our empirical research is the innovative mobile banking solution that uses cellphones with a built-in smart chipset. The survey data are analyzed using structural equation modelling. The analysis showed that three variables (relative benefits, propensity to trust and structural assurances) had a significant effect on initial trust in mobile banking. Also, the perception of initial trust and relative benefits was vital in promoting personal intention to make use of related services. However, contrary to our expectation, the reputation as a firm characteristics variable failed to attract people to mobile banking.",,,,,"Shin, Bongsik/0000-0002-2031-1493; Kim, Gimun/0000-0002-1832-7592",,,,,,,,,,,,1350-1917,,,,,MAY,2009,19,3,,,,,283,311,,10.1111/j.1365-2575.2007.00269.x,,,,,,,WOS:000264882400004,,,,,
J,"Donath, J",,,,"Donath, Judith",,,Signals in Social Supernets,JOURNAL OF COMPUTER-MEDIATED COMMUNICATION,,,,,,,,,,,,"Social network sites (SNSs) provide a new way to organize and navigate an egocentric social network. Are they a fad, briefly popular but ultimately useless? Or are they the harbingers of a new and more powerful social world, where the ability to maintain an immense network-a social ""supernet''-fundamentally changes the scale of human society? This article presents signaling theory as a conceptual framework with which to assess the transformative potential of SNSs and to guide their design to make them into more effective social tools. It shows how the costs associated with adding friends and evaluating profiles affect the reliability of users' self-presentation; examines strategies such as information fashion and risk-taking; and shows how these costs and strategies affect how the publicly-displayed social network aids the establishment of trust, identity, and cooperation-the essential foundations for an expanded social world.",,,,,,,,,,,,,,,,,1083-6101,,,,,OCT,2007,13,1,,,,,231,251,,10.1111/j.1083-6101.2007.00394.x,,,,,,,WOS:000444389500012,,,,,
J,"Kane, GC; Alavi, M; Labianca, G; Borgatti, SP",,,,"Kane, Gerald C.; Alavi, Maryam; Labianca, Giuseppe (Joe); Borgatti, Stephen P.",,,WHAT'S DIFFERENT ABOUT SOCIAL MEDIA NETWORKS? A FRAMEWORK AND RESEARCH AGENDA,MIS QUARTERLY,,,,,,,,,,,,"In recent years, we have witnessed the rapid proliferation and widespread adoption of a new class of information technologies, commonly known as social media. Researchers often rely on social network analysis (SNA) when attempting to understand these technologies, often without considering how the novel capabilities of social media platforms might affect the underlying theories of SNA, which were developed primarily through studies of offline social networks. This article outlines several key differences between traditional offline social networks and online social media networks by juxtaposing an established typology of social network research with a well-regarded definition of social media platforms that articulates four key features. The results show that at four major points of intersection, social media has considerable theoretical implications for SNA. In exploring these points of intersection, this study outlines a series of theoretically distinct research questions for SNA in social media contexts. These points of intersection offer considerable opportunities for researchers to investigate the theoretical implications introduced by social media and lay the groundwork for a robust social media agenda potentially spanning multiple disciplines.",,,,"Labianca, Giuseppe/K-6074-2015","Labianca, Giuseppe/0000-0002-9412-8421; Borgatti, Stephen/0000-0002-5776-5579",,,,,,,,,,,,0276-7783,,,,,MAR,2014,38,1,,,,,275,304,,10.25300/MISQ/2014/38.1.13,,,,,,,WOS:000342493400014,,,,,
J,"Laroche, M; Habibi, MR; Richard, MO",,,,"Laroche, Michel; Habibi, Mohammad Reza; Richard, Marie-Odile",,,To be or not to be in social media: How brand loyalty is affected by social media?,INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,,,,,,,,,,,,"There is an ongoing debate over the activities of brands and companies in social media. Some researchers believe social media provide a unique opportunity for brands to foster their relationships with customers, while others believe the contrary. Taking the perspective of the brand community building plus the brand trust and loyalty literatures, our goal is to show how brand communities based on social media influence elements of the customer centric model (i.e., the relationships among focal customer and brand, product, company, and other customers) and brand loyalty. A survey-based empirical study with 441 respondents was conducted. The results of structural equation modeling show that brand communities established on social media have positive effects on customer/product, customer/brand, customer/company and customer/other customers relationships, which in turn have positive effects on brand trust, and trust has positive effects on brand loyalty. We find that brand trust has a fully mediating role in converting the effects of enhanced relationships in brand community to brand loyalty. The implications for marketing practice and future research are discussed. (C) 2012 Elsevier Ltd. All rights reserved.",,,,,,,,,,,,,,,,,0268-4012,1873-4707,,,,FEB,2013,33,1,,,,,76,82,,10.1016/j.ijinfomgt.2012.07.003,,,,,,,WOS:000313310000009,,,,,
J,"Susarla, A; Oh, JH; Tan, Y",,,,"Susarla, Anjana; Oh, Jeong-Ha; Tan, Yong",,,Social Networks and the Diffusion of User-Generated Content: Evidence from YouTube,INFORMATION SYSTEMS RESEARCH,,,,,,,,,,,,"This paper is motivated by the success of YouTube, which is attractive to content creators as well as corporations for its potential to rapidly disseminate digital content. The networked structure of interactions on YouTube and the tremendous variation in the success of videos posted online lends itself to an inquiry of the role of social influence. Using a unique data set of video information and user information collected from YouTube, we find that social interactions are influential not only in determining which videos become successful but also on the magnitude of that impact. We also find evidence for a number of mechanisms by which social influence is transmitted, such as (i) a preference for conformity and homophily and (ii) the role of social networks in guiding opinion formation and directing product search and discovery. Econometrically, the problem in identifying social influence is that individuals' choices depend in great part upon the choices of other individuals, referred to as the reflection problem. Another problem in identification is to distinguish between social contagion and user heterogeneity in the diffusion process. Our results are in sharp contrast to earlier models of diffusion, such as the Bass model, that do not distinguish between different social processes that are responsible for the process of diffusion. Our results are robust to potential self-selection according to user tastes, temporal heterogeneity and the reflection problem. Implications for researchers and managers are discussed.",,,,,"Susarla, Anjana/0000-0001-7482-1213",,,,,,,,,,,,1047-7047,,,,,MAR,2012,23,1,,,,,23,41,,10.1287/isre.1100.0339,,,,,,,WOS:000301522800002,,,,,
J,"Abbasi, A; Altmann, J; Hossain, L",,,,"Abbasi, Alireza; Altmann, Joern; Hossain, Liaquat",,,Identifying the effects of co-authorship networks on the performance of scholars: A correlation and regression analysis of performance measures and social network analysis measures,JOURNAL OF INFORMETRICS,,,,,,,,,,,,"In this study, we develop a theoretical model based on social network theories and analytical methods for exploring collaboration (co-authorship) networks of scholars. We use measures from social network analysis (SNA) (i.e., normalized degree centrality, normalized closeness centrality, normalized betweenness centrality, normalized eigenvector centrality, average ties strength, and efficiency) for examining the effect of social networks on the (citation-based) performance of scholars in a given discipline (i.e., information systems). Results from our statistical analysis using a Poisson regression model suggest that research performance of scholars (g-index) is positively correlated with four SNA measures except for the normalized betweenness centrality and the normalized closeness centrality measures. Furthermore, it reveals that only normalized degree centrality, efficiency, and average ties strength have a positive significant influence on the g-index (as a performance measure). The normalized eigenvector centrality has a negative significant influence on the g-index. Based on these results, we can imply that scholars, who are connected to many distinct scholars, have a better citation-based performance (g-index) than scholars with fewer connections. Additionally, scholars with large average ties strengths (i.e., repeated co-authorships) show a better research performance than those with low tie strengths (e.g., single co-authorships with many different scholars). The results related to efficiency show that scholars, who maintain a strong co-authorship relationship to only one co-author of a group of linked co-authors, perform better than those researchers with many relationships to the same group of linked co-authors. The negative effect of the normalized eigenvector suggests that scholars should work with many students instead of other well-performing scholars. Consequently, we can state that the professional social network of researchers can be used to predict the future performance of researchers. (C) 2011 Elsevier Ltd. All rights reserved.",,,,"Abbasi, Alireza/F-9487-2015","Abbasi, Alireza/0000-0001-9136-1837; Altmann, Jorn/0000-0002-8880-9546",,,,,,,,,,,,1751-1577,1875-5879,,,,OCT,2011,5,4,,,,,594,607,,10.1016/j.joi.2011.05.007,,,,,,,WOS:000296524200011,,,,,
B,"Chen, JL; Geyer, W; Dugan, C; Muller, M; Guy, I",,"Greenberg, S; Hudson, SE; Hinkley, K; RingelMorris, M; Olsen, DR",,"Chen, Jilin; Geyer, Werner; Dugan, Casey; Muller, Michael; Guy, Ido",,,"Make New Friends, but Keep the Old - Recommending People on Social Networking Sites","CHI2009: PROCEEDINGS OF THE 27TH ANNUAL CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, VOLS 1-4",,,,,27th Annual CHI Conference on Human Factors in Computing Systems,"APR 04-09, 2009","Boston, MA","ACM SIGCHI, Autodesk, Google, Microsoft, NSF, eLearn Magazine, interations, Yahoo",,,,"This paper studies people recommendations designed to help users find known, offline contacts and discover new friends on social networking sites. We evaluated four recommender algorithms in an enterprise social networking site using a personalized survey of 500 users and a field study of 3,000 users. We found all-algorithms effective in expanding users' friend lists. Algorithms based on social network information were able to produce better-received recommendations and find more known contacts, for users, while algorithms using similarity of user-created content were stronger in discovering new friends. We also collected qualitative feedback from our survey users and draw several meaningful design implications.",,,,,,,,,,,,,,,,,,,978-1-60558-246-7,,,,2009,,,,,,,201,210,,10.1145/1518701.1518735,,,,,,,WOS:000265679300026,,,,,
J,"CHATMAN, EA",,,,"CHATMAN, EA",,,LIFE IN A SMALL WORLD - APPLICABILITY OF GRATIFICATION THEORY TO INFORMATION-SEEKING BEHAVIOR,JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE,,,,,,,,,,,,"This research reports a study in which gratification theory (essentially, that certain populations live in an environment in which the emphasis is on immediate gratifications and satisfaction of needs) was applied to an information-seeking behavior of a lower-class population. The focus of the study was an investigation of the information-seeking behaviors of a lower-working class population. Respondents were janitorial workers at a southern university. Results show that, although members of this lower-working class population expressed a number of areas in which they needed information (e.g., employment, everyday coping advice, etc.), they were not active seekers of information outside of their most familiar social milieu. The findings indicate that a possible explanation for this was the perception that outside sources were not capable of responding to their concern. Thus, there was little motivation in exploring the relevance of these sources. Moreover, items of most interest to them were those things that were accessible, had a firm footing in everyday reality, and responded to some immediate, practical concern.",,,,,,,,,,,,,,,,,0002-8231,,,,,JUL,1991,42,6,,,,,438,449,,10.1002/(SICI)1097-4571(199107)42:6<438::AID-ASI6>3.0.CO;2-B,,,,,,,WOS:A1991FU46800006,,,,,
J,"Rojas, H; Puig-i-Abril, E",,,,"Rojas, Hernando; Puig-i-Abril, Eulalia",,,"Mobilizers Mobilized: Information, Expression, Mobilization and Participation in the Digital Age",JOURNAL OF COMPUTER-MEDIATED COMMUNICATION,,,,,,,,,,,,"This study assesses differences in use of Information Communication Technologies (ICT) and relates them to patterns of expressive political participation, mobilization efforts, and traditional civic participation. Relying on data collected in August 2008 from a random sample of respondents designed to represent Colombia's adult urban population, this paper provides evidence that informational uses of ICTs (Internet and mobile phones) are significantly related to expressive participation in the online domain, which in turn results in a host of traditional or offline civic and political participatory behaviors indirectly through mobilization efforts. That these relationships occur within the context of a society in crisis suggests that new communication technologies offer an additional pathway to democratic political engagement in such societies.",,,,"Rojas, Hernando/B-1642-2009","Rojas, Hernando/0000-0002-0012-4041",,,,,,,,,,,,1083-6101,,,,,JUL,2009,14,4,,,,,902,927,,10.1111/j.1083-6101.2009.01475.x,,,,,,,WOS:000268663100006,,,,,
J,"Pettigrew, KE; Fidel, R; Bruce, H",,,,"Pettigrew, KE; Fidel, R; Bruce, H",,,Conceptual frameworks in information Behavior,ANNUAL REVIEW OF INFORMATION SCIENCE AND TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0066-4200,1550-8382,,,,,2001,35,,,,,,43,78,,,,,,,,,WOS:000173258300004,,,,,
J,"Borner, K; Sanyal, S; Vespignani, A",,,,"Borner, Katy; Sanyal, Soma; Vespignani, Alessandro",,,Network science,ANNUAL REVIEW OF INFORMATION SCIENCE AND TECHNOLOGY,,,,,,,,,,,,,,,,"Vespignani, Alessandro/A-8794-2009","Vespignani, Alessandro/0000-0003-3419-4205",,,,,,,,,,,,0066-4200,1550-8382,,,,,2007,41,,,,,,537,607,,10.1002/aris.2007.1440410119,,,,,,,WOS:000242813600013,,,,,
J,"Greenhow, C; Robelia, B",,,,"Greenhow, Christine; Robelia, Beth",,,"Old Communication, New Literacies: Social Network Sites as Social Learning Resources",JOURNAL OF COMPUTER-MEDIATED COMMUNICATION,,,,,,,,,,,,"This study examined the role of a social network site (SNS) in the lives of 11 high school teenagers from low-income families in the U.S. We conducted interviews, talk-alouds and content analysis of MySpace profiles. Qualitative analysis of these data revealed three themes. First, SNSs facilitated emotional support, helped maintain relationships, and provided a platform for self-presentation. Second, students used their online social network to fulfill essential social learning functions. Third, within their SNS, students engaged in a complex array of communicative and creative endeavors. In several instances, students' use of social network sites demonstrated the new literacy practices currently being discussed within education reform efforts. Based on our findings, we suggest additional directions for related research and educational practices.",,,,,,,,,,,,,,,,,1083-6101,,,,,JUL,2009,14,4,,,,,1130,1161,,10.1111/j.1083-6101.2009.01484.x,,,,,,,WOS:000268663100015,,,,,
J,"Gmur, M",,,,"Gmur, M",,,Co-citation analysis and the search for invisible colleges: A methodological evaluation,SCIENTOMETRICS,,,,,,,,,,,,"After 30 years of research, co-citation analysis has become the dominant method for the empirical study of the structures of scientific communication. There is a considerable variety of methods and, at the same time, a lack of methodological evaluation. This paper summarizes the present state of co-citation analysis and presents several methods of clustering references. The database used is a selection of 2,114 documents in the field of organization studies from 1986-2000. The evaluative study shows that the choice of methods has a strong impact on the results created. It also shows that the methods of cluster and factor analysis hitherto used have only a limited value in differentiating clearly between schools of scientific research - the 'invisible colleges'.",,,,"White, Howard D/A-7034-2009",,,,,,,,,,,,,0138-9130,1588-2861,,,,,2003,57,1,,,,,27,57,,10.1023/A:1023619503005,,,,,,,WOS:000182710300003,,,,,
J,"Pettigrew, KE",,,,"Pettigrew, KE",,,Waiting for chiropody: contextual results from an ethnographic study of the information behaviour among attendees at community clinics,INFORMATION PROCESSING & MANAGEMENT,,,,,,,,,,,,"The importance of including contextual factors when studying information behaviour is illustrated using findings from a recent field study in which ethnographic methods and social network theory are used to investigate the flow of human services information (HSI) among nurses, the elderly and other individuals at community-based foot clinics. Four types of contextual factors are identified: physical environment, clinic activities, the nurse's situation, and the senior's situation. While each type of factor has particular implications for the participants' information behaviour, it is shown how the interaction of multiple factors led to the conceptualization of such notions as an information ground, which may be used for guiding further research on the flow of information in community settings. This concept of an information ground is further based on a social constructionist definition of human services information. The implications of the researcher's presence at the field site as an additional contextual factor are also discussed. (C) 1999 Elsevier Science Ltd. All rights reserved.",,,,,,,,,,,,,,,,,0306-4573,,,,,NOV,1999,35,6,,,,,801,817,,10.1016/S0306-4573(99)00027-8,,,,,,,WOS:000083853700006,,,,,
J,"Scott, JE",,,,"Scott, JE",,,Facilitating interorganizational learning with information technology,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,,,,,,,,,,,,"Increasingly, organizations collaborate to complement their core competencies. New product development, for example, is often a collaborative process, with customers and suppliers contributing complementary knowledge and skills. This study uses grounded theory to determine how and why information technology facilitates interorganizational learning. Semi-structured interviews in the disk drive industry were coded to develop a conceptual model. An important finding is that organizations collaborate closely through virtual integration. They need interorganizational learning to help them cope with the complexity of new products and the capital intensity in the disk drive industry. However, effective interorganizational collaboration needs trust. The main contribution of the model is in explaining the role of information technology in lower and higher levels of interorganizational learning, cognitive and affective trust, and virtual and humanistic interorganizational collaboration.",,,,,,,,,,,,,,,,,0742-1222,,,,,FAL,2000,17,2,,,,,81,113,,,,,,,,,WOS:000165221900006,,,,,
