PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Cook, M; Willetts, MC",,,,"Cook, Molly; Willetts, Marion C.",,,Affiliations for homeless individuals through social enterprise employment,SOCIAL ENTERPRISE JOURNAL,,,,,,,,,,,,"Purpose This paper aims to explore the ways in which a social enterprise provides opportunities to its homeless employees to increase their number and types of affiliations. Design/methodology/approach Affiliation theory is used to explore whether employment at a social enterprise may ameliorate homelessness by increasing the affiliations employees acquire. Seven semi-structured in-depth interviews were conducted with participants at one social enterprise. Findings Results indicate that enterprise leadership staff facilitate opportunities to employees to increase and maintain their affiliations. Leadership staff provide a supportive environment, allowing employees to gain social skills and feelings of utility that result in their building and maintaining affiliations. However, leadership staff confront high turn-over, addiction and mental illness among employees, which result in disaffiliation. Employees contend with a lack of housing and limited educational and job training opportunities; obtaining these resources in the future may necessitate additional affiliations. Originality/value This paper contributes to the current state of knowledge concerning affiliation theory and the employment of homeless individuals through a social enterprise by demonstrating the importance of both strong and weak ties between employees and employers, social service agencies, other employees and members of the community outside of work, and how the strength of ties may change over time.",,,,,,,,,,,,,,,,,1750-8614,1750-8533,,,,,2019,15,2,,,,,215,232,,10.1108/SEJ-11-2018-0068,,,,,,,WOS:000471188900004,,,,,
J,"Yeasmin, N; Koivurova, T",,,,"Yeasmin, Nafisa; Koivurova, Timo",,,A factual analysis of sustainable opportunity recognition of immigrant entrepreneurship in Finnish Lapland: Theories and practice,JOURNAL OF ENTREPRENEURSHIP MANAGEMENT AND INNOVATION,,,,,,,,,,,,"Immigrant entrepreneurs are in a disadvantaged position in the Arctic Lapland. According to previous studies (see Yeasmin, 2016), there are many factors that hinder the sustainability of immigrant business. Immigrant entrepreneurs lack socioeconomic and political knowledge along with many other hindrances. Broadening knowledge and combining strong and weak ties (Granovett er, 1985) are positive factors among many other mixed factors relating to operating a business successfully. Sustainable immigrant entrepreneurship practices require legitimacy between entrepreneurial actions and opportunity recognition. Research on sustainable immigrant entrepreneurship does not fit into a single literature body and it is difficult to make a single model for the growth potential of immigrant entrepreneurship in Lapland (Yeasmin, 2016). Therefore, the focus of this study is to create an integrated value for immigrant entrepreneurs by combining the CSR theory and mix embeddedness theory, and find an alternative concept of practice for understanding the drivers that can sustain the micro businesses of immigrants in Lapland and can give an explanation on opportunities recognition which can be embedded so as to get access to the necessary entrepreneurial capital (local, regional or national). This study argues that the degree of CSR embeddedness could be developed as a component of mixed embeddedness supports the discovery of institutional, social and economic opportunity strategy amongst immigrant entrepreneurs. Conceptually, this study explores adaptive factors that immigrant entrepreneurs are determined to embed (whether knowingly) as mixed practices that create entrepreneurial success.",,,,,,,,,,,,,,,,,2299-7075,2299-7326,,,,,2019,15,2,,,,,57,84,,10.7341/20191523,,,,,,,WOS:000470662100004,,,,,
J,"Zadeh, AH; Zolfagharian, M; Hofacker, CF",,,,"Zadeh, Arash H.; Zolfagharian, Mohammadali; Hofacker, Charles F.",,,Customer-customer value co-creation in social media: conceptualization and antecedents,JOURNAL OF STRATEGIC MARKETING,,,,,,,,,,,,"Social media has vitalized the role of customer-to-customer (C2C) interactions in the value co-creation process. However, there is limited research investigating the dimensions of value co-creation as well as its psychological antecedents in online platforms. This research conceptualizes customer-customer value co-creation (CCVCC) and its dimensions (participation behavior and citizenship behavior) within the social media context, and employs the theory of planned behavior (TPB), past behavior, and the modifying role of tie strength to investigate the antecedents of CCVCC intention. Surveying 328 social media users, we find that the components of the TPB, including attitude, subjective norm, and perceived behavioral control, along with past CCVCC behavior, comprise key predictors of CCVCC intention. However, the influence of these antecedents is stronger in networks of strong ties relative to those of weak ties. Attitude emerged as the key mediator of the effect of past CCVCC behavior on CCVCC intention. Research and managerial implications are discussed and limitation exposed.",,,,,,,,,,,,,,,,,0965-254X,1466-4488,,,,,2019,27,4,,,SI,,283,302,,10.1080/0965254X.2017.1344289,,,,,,,WOS:000470291300002,,,,,
J,"Wright, SA; Schultz, AE",,,,"Wright, Scott A.; Schultz, Ainslie E.",,,The rising tide of artificial intelligence and business automation: Developing an ethical framework,BUSINESS HORIZONS,,,,,,,,,,,,"Recent advancements in robotics, artificial intelligence, machine learning, and sensors now enable machines to automate activities that once seemed safe from disruption including tasks that rely on higher-level thinking, learning, tacit judgment, emotion sensing, and even disease detection. Despite these advancements, the ethical issues of business automation and artificial intelligence and who will be affected and how are less understood. In this article, we clarify and assess the cultural and ethical implications of business automation for stakeholders ranging from laborers to nations. We define business automation and introduce a novel framework that integrates stakeholder theory and social contracts theory. By integrating these theoretical models, our framework identifies the ethical implications of business automation, highlights best practices, offers recommendations, and uncovers areas for future research. Our discussion invites firms, policymakers, and researchers to consider the ethical implications of business automation and artificial intelligence when approaching these burgeoning and potentially disruptive business practices. (C) 2018 Kelley School of Business, Indiana University. Published by Elsevier Inc. All rights reserved.",,,,"Wright, Scott A./H-6270-2019","Wright, Scott A./0000-0003-1154-0080",,,,,,,,,,,,0007-6813,1873-6068,,,,NOV-DEC,2018,61,6,,,SI,,823,832,,10.1016/j.bushor.2018.07.001,,,,,,,WOS:000450375600003,,,,,
J,"Ning, LT; Li, J",,,,"Ning, Lutao; Li, Jian",,,Joint problem solving and organizational learning capacity in new product innovation,R & D MANAGEMENT,,,,,,,,,,,,"There is a growing need for firms to acquire knowledge externally, but the process has become increasingly complicated. This article studies the mediating roles of the three process dimensions of organizational learning capacity (OLC), namely, knowledge acquisition, transformation, and application capabilities, in the context of a joint problem solving (JPS) arrangement with external collaborators for new product innovation. They employed the structural equation modelling method and analyse a sample of 331 high-tech manufacturers in China. Their results supported a conceptual model that shows (i) JPS exerts a positive impact on knowledge acquisition and transformation capabilities; (ii) these two capabilities promote knowledge application capacity; (iii) knowledge acquisition alone, and the combination of application and transformation capabilities, mediate the effect of JPS on both innovation efficacy and efficiency. Knowledge acquisition and application capabilities also jointly mediate the effect of JPS on innovation efficacy. They added to the existing literature by highlighting the need to consider the mediating roles of different OLC dimensions and the external context of JPS for learning capacity acquisition. Our model provides a practical framework for managers to better understand and influence OLC dimensions to improve innovation when engaging in JPS.",,,,,,,,,,,,,,,,,0033-6807,1467-9310,,,,NOV,2018,48,5,,,SI,,519,533,,10.1111/radm.12245,,,,,,,WOS:000448187400002,,,,,
J,"Bonfim, LRC; Segatto, AP; Takahas, ARW",,,,"Canto Bonfim, Leandro Rodrigo; Segatto, Andrea Paula; Wunsch Takahas, Adriana Roseli",,,"SOCIAL CAPITAL DIMENSIONS, INNOVATION, AND TECHNOLOGY IN EUROPE: A CASE-STUDIES META-SYNTHESIS",INTERNATIONAL JOURNAL OF INNOVATION,,,,,,,,,,,,"This article aims to improve the understanding on how structural, relational, and cognitive dimensions of social capital influence innovation outcomes on interorganizational and intraorganizational networks. A meta-synthesis research design with eight selected qualitative case studies located in a European context were conducted. The patterns of causal relationships among the variables presented in the case studies were identified. The antecedents of social capital dimensions, the influence of the dimensions on reducing barrier or impediments for innovation and on the enhancement of enablers or facilitators of innovation outcomes, and the direct effects of social capital dimensions on innovation compose the resulting framework. Furthermore, differences between the influence of social capital dimensions on innovation and technology in interorganizational and intraorganizational setting in European companies were found. The meta-synthesis this research relies on another researcher's insights and interpretation of data, being susceptible to their bias. Adopting qualitative case studies insights for getting to an analytical generalization reduces the deepness, richness, and contextual dependence of original authors' findings. The findings could help organizations developing optimal conditions for the improvement of the likelihood of gathering innovation and technology and development outcomes from both interorganizational and intraorganizational networks. This article contributes for both innovation and technology development and social capital literature by proposing an integrated framework comprised of social capital antecedents and the role of social dimensions on reducing barriers or impediments, enhancing enablers or facilitators, and affecting innovation outcomes directly.",,,,"Segatto, Andrea Paula/A-4390-2013; Bonfim, Leandro/D-6492-2015; Takahashi, Adriana/P-2072-2016","Segatto, Andrea Paula/0000-0002-8903-9256; Bonfim, Leandro/0000-0003-0323-7911; Takahashi, Adriana/0000-0002-4738-5273",,,,,,,,,,,,2318-9975,,,,,SEP-DEC,2018,6,3,,,,,232,255,,10.5585/iji.v6i3.306,,,,,,,WOS:000466941700004,,,,,
J,"Wang, Q; Mao, YX; Zhu, J; Zhang, XH",,,,"Wang, Qi; Mao, Yunxia; Zhu, Ji; Zhang, Xiaohang",,,Receiver responses to referral reward programs in social networks,ELECTRONIC COMMERCE RESEARCH,,,,,,,,,,,,"Because online circumstances allows communication remotely and out of synchronization, along with a better communication capacity, online referral reward programs in social networks may have different characteristics compared with traditional referral reward programs. This paper studied the effects of reward allocation, tie strength and brand relationships on receivers' responses in referral reward programs and confirmed the mediating effects of social cost. It investigates the impact of online referral reward programs on receivers' responses from the perspectives of social norms and market norms. We identify the moderating conditions that are expected to affect when and how a reward leads the receiver to infer social norms, thereby increasing the referral's effectiveness. In study 1, because receivers with different tie may have relationships based on market norms or social norms (Wentzel et al. in J Serv Res 17(2):119-133, 2014), we examine the effect of tie strength and reward allocation on receivers' responses in online referral reward programs. Furthermore, we extended the analysis of study 1 in two ways through the introduction of brand relationships and reward characteristics. In study 2, we introduced brand relationships to analyze the effect of tie strength and reward allocation on receivers' responses. In study 3, we studied the effects of reward type and tie strength on receivers' responses in online referral reward programs. To capture the underlying process, we also examined the participants' perceptions of social cost in three studies. Finally, we conclude by discussing the theoretical and managerial implications of the findings. People with strong ties tended to accept a referral more often than those with weak ties, because people with strong ties gave their friends' benefits more consideration. However, in strong brand relationships, receivers with strong ties in No Reward conditions tend to respond to referrals more than those with strong ties in the Reward Recommender conditions, because rewarding recommenders makes social norms transfer into market norms. This paper extended the theory on effect of reward on receivers' responses in online referral reward programs and further verified that social cost was a key element of psychological mechanism that caused reward to strengthen receivers' responses under market norms or social norms. This paper researched how social norms and market norms affected consumers' behaviors differently, which helped company design online referral reward programs. This paper researched the relationships between market norms and social norms on receivers' responses in online social network.",,,,,,,,,,,,,,,,,1389-5753,1572-9362,,,,SEP,2018,18,3,,,,,563,585,,10.1007/s10660-017-9271-x,,,,,,,WOS:000440028100006,,,,,
J,"Dato-on, MC; Banerjee, S; Roy, M",,,,"Dato-on, Mary Conway; Banerjee, Sharmistha; Roy, Mousumi",,,Innovation support and small-firm performance in India: A social capital perspective,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,,,,,,,,,,,,"This article empirically examines the role of network derived innovation support in translating effects of social capital dimensions on firm performance. Comparison is drawn between small firms engaged in strategic (e.g., professional associations) and social (e.g., family, informal relationships) alliances. The study uses multiple regression analysis on a representative sample of 100 small firms in West Bengal, India. Analysis largely supports the hypothesis that social capital provides innovation support to small firms, which consequently translates into improved firm performance. For firms embedded in strategic alliances, results were more pronounced, thus substantiating the advantage for small firms in India to join and activate social capital within strategic networks to overcome the constraints in generating and developing innovativeness. Implications for small firms and professional associations are discussed.",,,,,,,,,,,,,,,,,1096-4762,1520-6874,,,,SEP-OCT,2018,60,5,,,SI,,797,807,,10.1002/tie.21909,,,,,,,WOS:000440853700010,,,,,
J,"Hong, W; Gajendran, RS",,,,"Hong, Woonki; Gajendran, Ravi Shanker",,,Explaining dyadic expertise use in knowledge work teams: An opportunity-ability-motivation perspective,JOURNAL OF ORGANIZATIONAL BEHAVIOR,,,,,,,,,,,,"Organizations use project teams to lower search costs associated with locating expertise by assembling requisite expertise within a single unit. But prior research suggests that availability of expertise in teams does not guarantee its use. When are team members more likely to reach out to their peers for their expertise? To answer this question, this paper develops a theoretical model predicting dyadic expertise use in teams based on the opportunity-ability-motivation framework of behavior in organizations. We argue that 3 complementary conditions influence dyadic expertise use in teams: A focal team member is more likely to use a peer's expertise in a specific domain when the peer is perceived to have valuable expertise (opportunity), when the member is psychologically empowered (motivation), and when the member shares a strong tie with the peer (ability). We tested our framework using a 2-wave dataset consisting of 1,898 observations of dyadic domain-specific peer expertise use based on 71 members rating 166 peers nested within 22 teams. Findings suggest that tie strength and psychological empowerment jointly moderate the relationship between perceived peer expertise level and peer expertise use.",,,,"; Gajendran, Ravi/N-9936-2014","HONG, WOONKI/0000-0002-4244-8781; Gajendran, Ravi/0000-0003-4744-7814",,,,,,,,,,,,0894-3796,1099-1379,,,,JUL,2018,39,6,,,SI,,796,811,,10.1002/job.2286,,,,,,,WOS:000437131800008,,,,,
J,"Basov, N; Minina, V",,,,"Basov, Nikita; Minina, Vera",,,"Personal Communication Ties and Organizational Collaborations in Networks of Science, Education, and Business",JOURNAL OF BUSINESS AND TECHNICAL COMMUNICATION,,,,,,,,,,,,"The literature suggests that the success of innovation clusters is based on personal networks that connect members of scientific, educational, and business organizations, stimulating more formalized cross-boundary collaborations between the three sectors. But it is still unclear if such organizational collaborations actually correspond with these personal ties and which aspects of personal communication are most strongly associated with organizational collaborations. To investigate these issues, the authors applied network analysis to study an innovation cluster in Algarve, Portugal. They found that cross-boundary organizational collaborations corresponded with personal ties. Moreover, they found that collaborations appeared to correlate most strongly with emotional attachments between individuals.",,,,"Basov, Nikita/P-9139-2015; Basov, Nikita/C-2539-2013; Minina, Vera/G-4340-2015","Basov, Nikita/0000-0003-3630-6119; Basov, Nikita/0000-0003-3630-6119; Minina, Vera/0000-0002-2785-655X",,,,,,,,,,,,1050-6519,1552-4574,,,,JUL,2018,32,3,,,,,373,405,,10.1177/1050651918762027,,,,,,,WOS:000432987100004,,,,,
J,"Eckardt, R; Skaggs, BC; Lepak, DP",,,,"Eckardt, Rory; Skaggs, Bruce C.; Lepak, David P.",,,AN EXAMINATION OF THE FIRM-LEVEL PERFORMANCE IMPACT OF CLUSTER HIRING IN KNOWLEDGE-INTENSIVE FIRMS,ACADEMY OF MANAGEMENT JOURNAL,,,,,,,,,,,,"This research investigates the firm-level performance impact of cluster hiring approaches to the acquisition of strategic human capital in knowledge-intensive firms. We theorize that factors such as novelty and legitimacy, appropriation, and integration impact the ability of cluster hires to generate economic value. In turn, we hypothesize that the composition of the cluster hire (degree of expertise overlap and degree of comobility) and its fit with the strategic human capital at the hiring firm are likely to influence these factors to affect firm performance. The results from an archival study of cluster hires in 112 domestic U.S. law firms lend credence to the overarching perspective put forth in this paper, and demonstrate that the performance impact of cluster hiring is contingent on its composition and fit with the existing strategic human capital at the hiring firm. Specifically, we find that while the co-mobility dimension has a negative impact on firm performance, the degree of expertise overlap is positively related to firm performance when it adds strategic human capital to an area where the hiring firm has little or no presence. Additionally, we find that expertise overlap positively impacts firm performance when the cluster hire involves low levels of co-mobility.",,,,,,,,,,,,,,,,,0001-4273,1948-0989,,,,JUN,2018,61,3,,,,,919,944,,10.5465/amj.2016.0601,,,,,,,WOS:000436229500006,,,,,
J,"Teirlinck, P",,,,"Teirlinck, Peter",,,Pathways for knowledge exchange in SMEs in software-driven knowledge-intensive business services,R & D MANAGEMENT,,,,,,,,,,,,"This paper presents pathways for knowledge exchange as regards innovation in R&D-active SMEs in software-driven knowledge-intensive business services in a capital city environment. A semistructured qualitative analysis focusing at social capital enablers for knowledge exchange reveals that interpersonal social proximity is the primary driver for knowledge exchange. Structural enablers for knowledge exchange include accessibility for clients, geographical proximity to research partners, temporary places for formal and informal meetings, specialization and diversification in terms of human resources skills, and informal interpersonal networks. Market and government-related goals, access to public funding and possibilities for lobbying, as well as openness to a multicultural environment, are all underlying cognitive factors. Relational social capital dimensions include organized trust in terms of neutral ground, goodwill trust-based interpersonal weak ties, and mutually embedded businesses and processes with institutions.",,,,,"Teirlinck, Peter/0000-0001-8533-7523",,,,,,,,,,,,0033-6807,1467-9310,,,,JUN,2018,48,3,,,SI,,343,353,,10.1111/radm.12311,,,,,,,WOS:000431673300006,,,,,
