PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
B,"Quadri, C; Zignani, M; Gaito, S; Rossi, GP",,"Brandes, U; Reddy, C; Tagarelli, A",,"Quadri, Christian; Zignani, Matteo; Gaito, Sabrina; Rossi, Gian Paolo",,,Feature-rich Ego-network Circles in Mobile Phone Graphs: Tie Multiplexity and the Role of Alters,2018 IEEE/ACM INTERNATIONAL CONFERENCE ON ADVANCES IN SOCIAL NETWORKS ANALYSIS AND MINING (ASONAM),,,,,IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM),"AUG 28-31, 2018","Barcelona, SPAIN","IEEE, Assoc Comp Machinery, IEEE Comp Soc, ACM SIGKDD, IEEE TCDE, Springer, Elsevier",,,,"A well-known result in social science states that, although people maintain a large number of social relationships, in practice, their interactions are concentrated mostly on a small portion of their neighbors. According to Dunbar's hypothesis, this phenomenon is due to a limited human cognitive capacity to handle too many social relationships, together with a few time for socializing. These constraints result in an organization of people's ego-network into four or five groups depending on the strength of the interactions, the so called Dunbar's circles. The verification of the Dunbar's hypothesis, the identification of social circles and their characterization are still open questions, although researchers have found evidence of its validity on different social networks, from small offline networks to online social networks, such as Twitter and Facebook. In addition, little is known about the semantic aspects of the circles, i.e. who are the members of each circle. In this paper, we cope with these issues by analyzing a mobile phone graph where people's interactions are expressed by both voice calls and text messages. We firstly compare two methods for the identification of the circles, which rely on the different definitions of strength proposed in literature. Both methods confirm the subdivision of ego-networks into four or five circles, each characterized by a specific interaction strength. Then, we validate the Dunbar's hypothesis and, by leveraging some powerful features of the mobile phone dataset in use, we provide a first semantic characterization of social circles. We show, for instance, that people maintain relationships with the members of the closest circles by combining calls and texts. In addition, by detecting home and work locations of each individual, we highlight that a semantic aspect, such as the role of the alters, impacts on the ego-network circles. In particular, family members and workmates are located in different circles: the former mainly form the closest circle, i.e. the support clique, while the latter are distributed among the outer circles.",,,,,"Quadri, Christian/0000-0002-3608-8142",,,,,,,,,,,,,,978-1-5386-6051-5,,,,2018,,,,,,,1280,1285,,,,,,,,,WOS:000455640600212,,,,,
J,"Wang, Q; Sun, Y; Zhu, J; Zhang, XH",,,,"Wang, Qi; Sun, Yan; Zhu, Ji; Zhang, Xiaohang",,,The impact of uncertain rewards on customers' recommendation intention in social networks,INTERNET RESEARCH,,,,,,,,,,,,"Purpose The purpose of this paper is to research the effect of uncertain rewards on the recommendation intention in referral reward programs (RRPs) and investigate the interaction of tie strength and reward type on the recommendation intention. Design/methodology/approach The research adopts a quantitative exploratory approach through the use of experiments. Study 1 adopted a 2x2 between-participants design ((reward type: certain reward vs uncertain reward)x(tie strength: strong tie vs weak tie)). Respectively, by manipulating uncertain probabilities and expected value, Studies 2 and 3 further explore the effect of uncertain rewards and tie strength on customers' referral intention. Findings This paper finds the following: compared to certain rewards, customers' referral intention under uncertain rewards is higher and positive experience has a mediating effect between reward type and recommendation intention; when only the recommender is rewarded, the tie strength between the recommender and the receiver moderates the effect of reward type on the recommendation intention; for strong ties, customers' recommendation intention is higher in uncertain reward condition, but for weak ties, customers' willingness to recommend is almost the same in both reward types; when both the recommender and the receiver are rewarded, although certain rewards have a higher expected value than uncertain and random rewards, for strong ties, the participants have a higher referral intention under random rewards than that under uncertain rewards, which have a higher referral willingness than that under certain rewards. Additionally, for weak ties, the reverse is true. Originality/value The research has both theoretical implications for research on uncertain rewards and tie strength and practical implications for marketing managers designing and implementing RRPs.",,,,,,,,,,,,,,,,,1066-2243,,,,,,2018,28,4,,,,,1029,1054,,10.1108/IntR-03-2017-0116,,,,,,,WOS:000439460900007,,,,,
J,"Kang, K; Kwak, M; Shin, SK",,,,"Kang, Kyungwoo; Kwak, Myungjae; Shin, Seung Kyoon",,,A Calculus of Virtual Community Knowledge Intentions: Anonymity and Perceived Network-Structure,JOURNAL OF COMPUTER INFORMATION SYSTEMS,,,,,,,,,,,,"This study investigates the underlying motivational factors of knowledge exchange intentions (intention to obtain and to provide knowledge) within virtual community contexts. Perceived virtual network structures, namely virtual network connectivity (CN) and virtual network closeness (CL), are suggested as the important antecedents of knowledge sharing intentions in the context of virtual knowledge exchange communities. Anonymity (AN), one of the unique characteristics of virtual communities, but controversial due to its multi-faceted effects, is considered in a structural model as a factor having an impact on a virtual network structure. Data collected from participants of virtual communities through online surveys are analyzed using Partial Least Squares (PLS) structural equation modeling (SEM) to empirically test the proposed hypotheses. The results reveal that both CN and CL have a significant impact on both of the knowledge exchange intentions although CL shows an opposite direction of the impact. The results also show that AN has a significant impact on CL as expected but not on CN. Implications of this study may shed some light on better understanding community participants' intentions to obtain and provide knowledge, along with the impact of anonymity on the perceived network structure.",,,,,,,,,,,,,,,,,0887-4417,2380-2057,,,,,2018,58,2,,,,,110,121,,10.1080/08874417.2016.1204637,,,,,,,WOS:000424254800002,,,,,
S,"Makarov, I; Bulanov, O; Gerasimova, O; Meshcheryakov, N; Karpov, I; Zhukov, LE",,"VanDerAalst, WMP; Ignatov, DI; Khachay, M; Kuznetsov, SO; Lempitsky, V; Lomazova, IA; Loukachevitch, N; Napoli, A; Panchenko, A; Pardalos, PM; Savchenko, AV; Wasserman, S",,"Makarov, Ilya; Bulanov, Oleg; Gerasimova, Olga; Meshcheryakov, Natalia; Karpov, Ilia; Zhukov, Leonid E.",,,Scientific Matchmaker: Collaborator Recommender System,"ANALYSIS OF IMAGES, SOCIAL NETWORKS AND TEXTS, AIST 2017",Lecture Notes in Computer Science,,,,"6th International Conference on Analysis of Images, Social Networks, and Texts (AIST)","JUL 27-29, 2017","Moscow Polytechn Univ, Moscow, RUSSIA","Exactpro, Springer",Moscow Polytechn Univ,,,"Modern co-authorship networks contain hidden patterns of researchers interaction and publishing activities. We aim to provide a system for selecting a collaborator for joint research or an expert on a given list of topics. We have improved a recommender system for finding possible collaborator with respect to research interests and predicting quality and quantity of the anticipated publications. Our system is based on a co-authorship network derived from the bibliographic database, as well as content information on research papers obtained from SJR Scimago, staff information and the other features from the open data of researchers profiles. We formulate the recommendation problem as a weighted link prediction within the co-authorship network and evaluate its prediction for strong and weak ties in collaborative communities.",,,,"Makarov, Ilya/G-9195-2015","Makarov, Ilya/0000-0002-3308-8825",,,,,,,,,,,,0302-9743,1611-3349,978-3-319-73013-4; 978-3-319-73012-7,,,,2018,10716,,,,,,404,410,,10.1007/978-3-319-73013-4_37,,,,,,,WOS:000441461800037,,,,,
J,"Yin, XY; Qu, C; Wang, QQ; Wu, F; Liu, BY; Chen, F; Chen, XJ; Fang, DY",,,,"Yin, Xiaoyan; Qu, Chao; Wang, Qianqian; Wu, Fan; Liu, Baoying; Chen, Feng; Chen, Xiaojiang; Fang, Dingyi",,,Social Connection Aware Team Formation for Participatory Tasks,IEEE ACCESS,,,,,,,,,,,,"Performance of a collaborative task is mostly dependent on the collective effort from participants. To accomplish a participatory task effectively and efficiently, the team formation problem (TFP) outweighs all other considerations. It is even more complicated when social connections among candidates is taken into account. As we can imagine, a large number of tasks require members of the team to be socially close. On the contrary, a portion of tasks, e.g., proposal review, pay more attention to a multidimensional view, and team members should be selected from a variety of cliques. Due to the nature of tasks, it is challenging to find a subset that meets the skill requirement of the task as well as socially diversity demand of team members from a pool of candidates. In this paper, we explore the in a social network. Based on different task objectives, we first formulate the as TFP with strong ties (TFP-ST) and with weak ties (TFP-WT), respectively. Both TFP-ST and TFP-WT are proven to be NP-hard, and we then design corresponding heuristic algorithms to solve the two problems. Through extensive simulations, we show that the solution to TFP-ST can achieve significant improvement in terms of collaboration cost, team size, as well as running time, and the solution to TFP-WT can provide better performance than existing approaches at the same time.",,,,,"Yin, Xiaoyan/0000-0003-3265-2954",,,,,,,,,,,,2169-3536,,,,,,2018,6,,,,,,20309,20319,,10.1109/ACCESS.2018.2819992,,,,,,,WOS:000430793600016,,,,,
J,"Song, TT; Yi, C; Huang, JH",,,,"Song, Tingting; Yi, Cheng; Huang, Jinghua",,,"Whose recommendations do you follow? An investigation of tie strength, shopping stage, and deal scarcity",INFORMATION & MANAGEMENT,,,,,,,,,,,,"This paper examines the effects of recommendations from different social ties on online consumers' purchase intentions and how such effects change as consumers proceed in the shopping process and are exposed to scarcity-related promotional information. Results from a laboratory experiment indicate that when the degree of deal scarcity is low, recommendations from weak ties are more persuasive than those from strong ties for consumers at the initial shopping stage, whereas the opposite occurs for consumers at the later shopping stage. At both shopping stages, the differences in the effects of social recommendations disappear when the deals are highly scarce. (C) 2017 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,0378-7206,1872-7530,,,,DEC,2017,54,8,,,,,1072,1083,,10.1016/j.im.2017.03.003,,,,,,,WOS:000416394800008,,,,,
J,"Sykes, TA; Venkatesh, V",,,,"Sykes, Tracy Ann; Venkatesh, Viswanath",,,EXPLAINING POST-IMPLEMENTATION EMPLOYEE SYSTEM USE AND JOB PERFORMANCE: IMPACTS OF THE CONTENT AND SOURCE OF SOCIAL NETWORK TIES,MIS QUARTERLY,,,,,,,,,,,,"This paper draws from communication research and negative asymmetry theory to examine how employee social network ties at work affect deep structure use and job performance in the context of an enterprise system (ES) implementation. Specifically, we examine how the content (i.e., advice and impeding) and source (i.e., friends and acquaintances) of social network ties interact with one another to influence both deep structure use of the new ES and employee job performance. A longitudinal field study was conducted, with data collected from 145 employees and their supervisors in a business unit of a large multinational telecommunications firm. Results show that both source and content of social network ties influenced deep structure use of the new ES as well as employee job performance. This work contributes to the ES implementation literature by examining the influence of both positive and negative social ties. This work also identifies an important boundary condition of negative asymmetry theory by showing that not all negative stimuli influences behavior equally.",,,,,,,,,,,,,,,,,0276-7783,,,,,SEP,2017,41,3,,,,,917,+,,,,,,,,,WOS:000407896800011,,,,,
J,"Koroleva, K; Kane, GC",,,,"Koroleva, Ksenia; Kane, Gerald C.",,,Relational affordances of information processing on Facebook,INFORMATION & MANAGEMENT,,,,,,,,,,,,"Facebook is increasingly considered as a trusted medium for obtaining news, but the abundance of information on the platform often leads users to experience information overload. Consequently, users need to develop strategies to process information. A survey conducted through a Facebook application reveals that the tie strength of Facebook friends influences how users perceive information on Facebook. Specifically, they appear to rely on heuristic cues (e.g., Facebook ""likes"" and comments) to process information from weak ties, but these cues are not used when processing information from strong ties. These so-called relational affordances have significant implications for platform design and marketing. (C) 2016 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,0378-7206,1872-7530,,,,JUL,2017,54,5,,,,,560,572,,10.1016/j.im.2016.11.007,,,,,,,WOS:000405048300002,,,,,
J,"Bapna, R; Gupta, A; Rice, S; Sundararajan, A",,,,"Bapna, Ravi; Gupta, Alok; Rice, Sarah; Sundararajan, Arun",,,TRUST AND THE STRENGTH OF TIES IN ONLINE SOCIAL NETWORKS: AN EXPLORATORY FIELD EXPERIMENT,MIS QUARTERLY,,,,,,,,,,,,"We conduct an exploratory study using a customized Facebook application to understand how social ties are linked to an economic measure of trust. We employ the Investment Game, a well-established economic game designed to generate a quantifiable trust measure. We consider the relationship between observed trust and three ""revealed preference"" tie strength measures: (1) the degree of interaction between friends on their walls; (2) embeddedness, a metric related to the number of mutual friends shared; and (3) being tagged together in a photograph, indicative of a physical-world interaction. We identify latent heterogeneity among our subjects, establishing that for users with a large number of Facebook friends, the only measure associated with trust is whether the dyad was tagged in a photo together. In contrast, for users that are more selective and have fewer Facebook friends, all three aforementioned tie strength measures correlate with trust. Our findings are preliminary evidence that traditional measures of dyadic trust like embeddedness which are used widely in physical-world social networks may not always be effective predictors of digital trust, because not all online social ties are created equal. Our findings provide preliminary evidence that traditional measures of dyadic trust may not always be effective predictors of trust, as not all online social ies are created equal.",,,,,,,,,,,,,,,,,0276-7783,,,,,MAR,2017,41,1,,,,,115,130,,10.25300/MISQ/2017/41.1.06,,,,,,,WOS:000397047200007,,,,,
J,"Yuan, PY; Wang, W; Song, MY",,,,"Yuan, Peiyan; Wang, Wei; Song, Mingyang",,,Ties in Overlapping Community Structures: Strong or Weak?,IEEE ACCESS,,,,,,,,,,,,"In recent years, the identification and application of strong and weak ties in social networks has drawn increasing attention. The traditional definitions of strong ties (with two endpoints in the same community) and weak ties (with two endpoints in different communities) are being challenged by overlapping community structures. Because of their unique nature, the relationships between overlapping nodes and non-overlapping nodes are difficult to classify as strong or weak. In view of this, it is here proposed that the coefficient indicator for overlapping communities was used to redefine node relationships and enable the quantification of strong and weak ties. Next, changes in the quantities of strong and weak ties were analyzed by varying the threshold values of the overlap coefficient. Finally, the effect of weak ties in information dissemination was assessed in overlapping and non-overlapping situations, respectively. Results demonstrated that the overlap coefficient proposed in this paper could better characterize the strong and weak attributes of edges under overlapping community structures.",,,,"Yuan, Peiyan/M-6040-2015","Yuan, Peiyan/0000-0003-0023-1194",,,,,,,,,,,,2169-3536,,,,,,2017,5,,,,,,10012,10016,,10.1109/ACCESS.2017.2710360,,,,,,,WOS:000404270600116,,,,,
