PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Redshaw, S; Ingham, V",,,,"Redshaw, Sarah; Ingham, Valerie",,,'Neighbourhood is if they come out and talk to you': Neighbourly connections and bonding social capital,JOURNAL OF SOCIOLOGY,,,,,,,,,,,,"Neighbourly relations have been theorised as 'friendly distance' in contrast to connections which are theorised as strong or intensive ties. The article explores the neighbourly relationships between residents of a peri-urban regional area outside Sydney in Australia. Strong interview themes emerged regarding the ways in which residents who were well connected within their locality talked about their neighbours, and this was in direct contrast to those living with a chronic condition - these people expressed a lack of connection with their neighbours. The major theme, 'not in each other's pockets' reflects the negotiated nature of neighbour interactions, while the theme 'neighbourhood is if they come out and talk to you' speaks of isolation. The interactions of neighbours may in many cases constitute bonding capital as important weak or casual ties. These may not be available to the chronically ill or socially isolated or adequate without linking and bridging capital.",,,,"Ingham, Val/L-1354-2015; Redshaw, Sarah/D-9007-2012","Ingham, Val/0000-0001-7908-5155; Redshaw, Sarah/0000-0002-4565-1267",,,,,,,,,,,,1440-7833,1741-2978,,,,DEC,2018,54,4,,,,,557,573,,10.1177/1440783317729762,,,,,,,WOS:000453529400010,,,,,
J,"Munn, CW",,,,"Munn, Christopher W.",,,The One Friend Rule: Race and Social Capital in an Interracial Network,SOCIAL PROBLEMS,,,,,,,,,,,,"Scholars have argued convincingly that race influences an individual's ability to access and mobilize social capital. Since social capital is embedded in social relationships and not individuals, understanding the context of relationships is imperative for understanding how race may create barriers to socioeconomic equality. Using data from in-depth interviews with members of an intentionally interracial organization in a large Midwestern city, I investigate the influence of race on social capital. One major theme emerged: highly involved white members described their close friends of color in utilitarian terms and not integrated into daily activities outside of the interracial organization. This theme, named the ""one friend rule,"" is a micro-level mechanism where whites mobilize a ""close"" interracial tie to project a generalized value for diversity while simultaneously limiting access to personal resources. I conclude that the one friend rule is a major barrier to social capital mobilization for people of color involved in a racially diverse organization.",,,,,,,,,,,,,,,,,0037-7791,1533-8533,,,,NOV,2018,65,4,,,,,473,490,,10.1093/socpro/spx020,,,,,,,WOS:000450268300003,,,,,
J,"Growiec, K; Growiec, J; Kaminski, B",,,,"Growiec, Katarzyna; Growiec, Jakub; Kaminski, Bogumil",,,Social network structure and the trade-off between social utility and economic performance,SOCIAL NETWORKS,,,,,,,,,,,,"We put forward a computational multi-agent model capturing the impact of social network structure on individuals' social trust, willingness to cooperate, social utility and economic performance. Social network structure is modeled as four distinct social capital dimensions: degree, centrality, bridging and bonding social capital. Model setup draws from socio-economic theory and empirical findings based on our novel survey dataset. Results include aggregate-level comparative statics and individual-level correlations. We find, inter alia, that societies that either are better connected, exhibit a lower frequency of local cliques, or have a smaller share of family-based cliques, record relatively better aggregate economic performance. As long as family ties are sufficiently valuable, there is a trade-off between aggregate social utility and economic performance, and small world networks are then socially optimal. We also find that in dense networks and trustful societies, there is a trade-off between individual social utility and economic performance; otherwise both outcomes are positively correlated in the cross section. (C) 2018 Elsevier B.V. All rights reserved.",,,,,"Growiec, Katarzyna/0000-0002-4448-2561",,,,,,,,,,,,0378-8733,1879-2111,,,,OCT,2018,55,,,,,,31,46,,10.1016/j.socnet.2018.05.002,,,,,,,WOS:000444666300004,,,,,
J,"Laycock, KE; Caldwell, W",,,,"Laycock, Katherine E.; Caldwell, Wayne",,,Exploring Community Cohesion in Rural Canada Post-Extreme Weather: Planning Ahead for Unknown Stresses,SOCIAL INDICATORS RESEARCH,,,,,,,,,,,,"As social capital evolves, we need to better address how we assess it in terms of community connection and involvement. This research presents a longitudinal study of Goderich, Ontario's post-tornado community connection and involvement in relation to the Capacities and Vulnerabilities Analysis (CVA) model's social, physical, and motivational factors. We first address literature around rural communities, extreme stresses related to capacity and vulnerability, the window of opportunity, and current uses for the CVA model before continuing with a brief synopsis of the study community and our research methods of surveys and interviews. Our results highlight three key findings: (a) there was a reduction in perceptions of connection and satisfaction with rebuild from 2012 to 2016; (b) in 2016, employed individuals experience a stronger sense of connection to community; and (c) five years after the tornado, the more satisfaction with involvement the higher the sense of community connection. Concluding our discussion of these findings, we propose a modification to extend the CVA model's usefulness to a wider range of situations. We argue a pre-emptive, motivationally focused CVA model can be a useful tool for rural communities in multi-level income locations to address their community's capacities and vulnerabilities prior to an extreme stress and build their connection and involvement levels.",,,,,"Laycock, Katherine/0000-0002-1480-2229",,,,,,,,,,,,0303-8300,1573-0921,,,,AUG,2018,139,1,,,SI,,77,97,,10.1007/s11205-017-1706-1,,,,,,,WOS:000440720000004,,,,,
J,"Shen, J; Bian, YJ",,,,"Shen, Jing; Bian, Yanjie",,,The causal effect of social capital on income: A new analytic strategy,SOCIAL NETWORKS,,,,,,,,,,,,"This study identifies three groups of job seekers in terms of the channels used to search for jobs: the formal channel involving only official procedures to obtain a job, the informal channel using only social contacts to obtain a job, and the joint channel leveraging both social contacts and official procedures. The analysis of a national sample survey of China shows that joint channel users, due to their relatively higher level of social capital, not only make more job search attempts but also obtain higher income than formal channel users. Meanwhile, joint channel users, because of their relative advantages in both human capital and social capital, not only make more job attempts but also obtain higher income than informal channel users. The two comparisons offer a new strategy to test the causal role social capital plays in labour market success, regardless of whether social capital is exogenous or endogenous to human capital. (C) 2018 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,0378-8733,1879-2111,,,,JUL,2018,54,,,,,,82,90,,10.1016/j.socnet.2018.01.004,,,,,,,WOS:000432768600008,,,,,
J,"Fu, YC; Velema, TA; Hwang, JS",,,,"Fu, Yang-chih; Velema, Thijs A.; Hwang, Jing-Shiang",,,Upward contacts in everyday life: Benefits of reaching hierarchical relations in ego-centered networks,SOCIAL NETWORKS,,,,,,,,,,,,"Recent studies have inspired inquiries about what circumstances allow people to gain from interactions with those who rank higher than themselves in the social hierarchy. We examine how self-reported benefits of such upward contacts vary by tie strength and network structures in everyday life. Data were drawn from contact diaries that 137 individuals recorded over seven months in 2014; these diaries captured unique features of 94,353 one-on-one contacts that 137 diary keepers made, along with the estimated tie strength and the extent of embeddedness among network members. Multilevel models with interaction terms show that diary keepers benefit from contacts with people who play higher hierarchical roles and that the benefits become more substantial when the higher-ranked others are weakly tied to the diary keepers and connected with fewer fellow network members. The paper extends contact diary studies to estimate alter-alter ties that help construct comprehensive structures in egocentric networks. (C) 2018 Elsevier B.V. All rights reserved.",,,,,"Fu, Yang-chih/0000-0002-2207-5623",,,,,,,,,,,,0378-8733,1879-2111,,,,JUL,2018,54,,,,,,266,278,,10.1016/j.socnet.2018.03.002,,,,,,,WOS:000432768600022,,,,,
J,"Sommer, E; Gamper, M",,,,"Sommer, Elena; Gamper, Markus",,,Transnational entrepreneurial activities: A qualitative network study of self-employed migrants from the former Soviet Union in Germany,SOCIAL NETWORKS,,,,,,,,,,,,"During their careers, migrant entrepreneurs may get involved in different types of transnational entrepreneurial activities and use their social capital to activate transnational business-related ties. Based on content analysis of semi-structured interviews and networks maps with self-employed migrants from the former Soviet Union in Germany this study identified four empirically grounded types of migrant transnational entrepreneurial activities and analysed transnational networking strategies for each type. The study demonstrates that different types of social capital are mobilised for different types of transnational business strategies, with intensive transnational entrepreneurial activities requiring larger pre-existing networks in the country of origin of both strong and weak ties, that are gradually extended, while a more limited set of mostly informal weak ties suffice for more sporadic transnational activities in the country of origin. Transnational entrepreneurial activities with other countries or with multiple countries, on the other hand, involved a more formal network of relationships. (C) 2017 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,0378-8733,1879-2111,,,,MAY,2018,53,,,,SI,,136,147,,10.1016/j.socnet.2017.04.007,,,,,,,WOS:000427340000012,,,,,
J,"Bojarczuk, S; Muhlau, P",,,,"Bojarczuk, Sara; Muehlau, Peter",,,Mobilising social network support for childcare: The case of Polish migrant mothers in Dublin,SOCIAL NETWORKS,,,,,,,,,,,,"This paper describes the utilisation of support networks for the organisation of informal childcare by working Polish migrant mothers in Dublin. Grounded in a support network perspective the study employs a mixed method approach to elucidate how the mothers use local and transnational relations in their child-minding strategies, but also highlights the obstacles posed by the distant character of the latter ties. In line with previous research on support networks, we find a strong reliance on strong ties in providing instrumental and emotional support (e.g., Wellman and Wortley, 1990) but also that distance matters (e.g., Mok et al., 2010) and shapes the network mobilisation strategies of the working mothers. Locally based weak ties, based on various forms of reciprocity, are supplemental in providing ad-hoc crisis support when transnational ties cannot be mobilized. Nonetheless, transnational ties are shown to be crucial in the childcare provision, in particular for longer spells of regular childcare. (C) 2017 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,0378-8733,1879-2111,,,,MAY,2018,53,,,,SI,,101,110,,10.1016/j.socnet.2017.04.004,,,,,,,WOS:000427340000009,,,,,
J,"Kornienko, O; Agadjanian, V; Menjivar, C; Zotova, N",,,,"Kornienko, Olga; Agadjanian, Victor; Menjivar, Cecilia; Zotova, Natalia",,,Financial and emotional support in close personal ties among Central Asian migrant women in Russia,SOCIAL NETWORKS,,,,,,,,,,,,"This study advances research on the role of personal networks as sources of financial and emotional support in immigrants' close personal ties beyond the immediate family. Because resource scarcity experienced by members of immigrant communities is likely to disrupt normatively expected reciprocal support, we explored multi-level predictors of exchange processes with personal network members that involve (1) only receiving support, (2) only providing support, and (3) reciprocal support exchanges. We focus on an understudied case of Central Asian migrant women in the Russian Federation using a sample of 607 women from three ethnic groups Kyrgyz, Tajik, Uzbek who were surveyed in two large Russian cities-Nizhny Novgorod and Kazan. The survey collected information on respondents' demographic, socioeconomic, and migration-related characteristics, as well as characteristics of up to five individuals with whom they had a close relationship. Multi-level multinomial regression analyses were used to account for the nested nature of the data. Our results revealed that closer social relationships (siblings and friends) and greater levels of resources (income and regularized legal status) at both ego and alter levels were positively related to providing, receiving, and reciprocally exchanging financial and emotional support. Egos were more likely to provide financial assistance to transnational alters, whereas they were more likely to engage in mutual exchanges of emotional support with their network members from other countries. Personal network size and density showed no relationship with support exchanges. These findings provide a nuanced picture of close personal ties as conduits for financial and emotional support in migrant communities in a major, yet understudied, migrant-receiving context. (C) 2017 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,0378-8733,1879-2111,,,,MAY,2018,53,,,,SI,,125,135,,10.1016/j.socnet.2017.04.006,,,,,,,WOS:000427340000011,29755184,,,,
J,"Keipi, T",,,,"Keipi, Teo",,,Relatedness Online: An Analysis of Youth Narratives Concerning the Effects of Internet Anonymity,YOUNG,,,,,,,,,,,,"This article explores youth narratives concerning the effects of internet anonymity on social ties online. Using an essay-based study of 78 youth (mean age 15.5 years), the effects of internet anonymity on relationships were examined. Results of the qualitative thematic approach showed that anonymity online has led to new forms of relational risk, stemming from misplaced trust or deception. Anonymity was also seen as lessening barriers to relational intimacy, as weak ties could transition to strong ties based on shared interests or social validation. Anonymity was also viewed as enhancing interactive courage and self-expression. Harassment and other negative behaviours were strengthened through anonymity. The dynamics between strong and weak ties were central to risks; here, social tie deception was found to cause harm where an aggressor feigned strong ties in the pursuit of instrumental gain. The findings point to the prominence of the online social effects youth attribute to anonymity.",,,,"Keipi, Teo/I-8636-2016","Keipi, Teo/0000-0002-7572-9328",,,,,,,,,,,,1103-3088,1741-3222,,,,APR,2018,26,2,,,,,91,107,,10.1177/1103308817715142,,,,,,,WOS:000429981800001,,,,,
J,"Mangold, F; Schenk, M",,,,"Mangold, Frank; Schenk, Michael",,,The Significance of Tie Strength for Opinion Leadership: Key Construct or of Minor Importance Anyway?,KOLNER ZEITSCHRIFT FUR SOZIOLOGIE UND SOZIALPSYCHOLOGIE,,,,,,,,,,,,"Although the concept of tie strength plausibly extends opinion leadership theory, prior studies have indicated that tie strength is of minor importance for opinion leadership. The paper argues that strong ties and weak ties play major roles in the process of opinion leadership that prior studies have insufficiently differentiated due to methodological limitations. Against this background, a methodologically more rigorous reassessment of the association between tie strength and opinion leadership is conducted. The reassessment centers on the combination of ego-centered network analyses with statistical methods of multilevel analysis. These are applied to original data of a study by Schenk (2006) on financial opinion leadership in Germany (naEuro<overline>= 10,100 survey respondents) which has previously been considered as an important indication for tie strength's minor importance. Empirical results show that strong ties and weak ties are remarkably more important in the process of opinion leadership than previously known. Opinion leaders benefit from strong ties, because personal influence can be carried through them comparatively easily. By contrast, weak ties foster opinion leadership in a structural manner by catalyzing the influence that opinion leaders can exert through strong ties.",,,,,,,,,,,,,,,,,0023-2653,1861-891X,,,,MAR,2018,70,1,,,,,1,24,,10.1007/s11577-018-0512-3,,,,,,,WOS:000429830600001,,,,,
J,"Ferguson, S",,,,"Ferguson, Sherelle",,,Ask Not What Your Mentor Can Do for You...: The Role of Reciprocal Exchange in Maintaining Student-Teacher Mentorships,SOCIOLOGICAL FORUM,,,,,,,,,,,,"Mentoring relationships between adolescents and adults are an important source of social capital that facilitates young people's academic and social development. Studies show that close relationships with teachers especially benefit socioeconomically disadvantaged adolescents, yet little is known about teacher-mentors' perspectives on mentorship. This study draws on in-depth interviews with teachers in low-income high schools and ethnographic observations to examine the dynamics that sustain student-teacher mentoring relationships. I engage social exchange frameworks to show that reciprocal exchanges that generated intangible rewards for teachers, such as gratitude and purpose, helped maintain mentorships. I find that teachers' motivations to invest in students were contingent on the strength of the relationship. Teachers withdrew assistance when they perceived that relationships became nonreciprocal. The context in which teachers interacted with mentees and the form of support they had given also influenced their evaluations of reciprocity. These findings contribute to a growing body of literature on relationships that challenge strict divisions between the function of strong and weak ties. Further, these findings contribute to social capital literature by showing that once accessed, social capital does not lie latent as network ties maintain the same willingness to help. In actuality, resourceful ties must be maintained.",,,,,,,,,,,,,,,,,0884-8971,1573-7861,,,,MAR,2018,33,1,,,,,211,233,,10.1111/socf.12406,,,,,,,WOS:000426525400010,,,,,
