PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Gonzalez, C",,,,"Gonzalez, Carlos",,,Transnational board interlocks The influence of degree of internationalization and psychic distance,CROSS CULTURAL & STRATEGIC MANAGEMENT,,,,,,,,,,,,"Purpose While previous studies have focused on the role of directors in the formation of transnational interlocks, this paper argues that firm strategy can also influence the development of these relationships. The purpose of this paper is to shed light on the practice of transnational interlocks by extending board interlocks theory from the national to the transnational context, and exploring aspects that are unique to the transnational level. Design/methodology/approach Based on the experiences of four British firms, this paper develops a conceptual framework that integrates under-examined dimensions of this networking practice at the organizational level of analysis, specifically degree of internationalization (DOI) and psychic distance (PD). Findings The paper argues that firms will increasingly engage in transnational interlocks as internationalization intensifies, and that expansion into psychically distant countries may result in further engagement in these connections. Further, firms will tend to form transnational received interlocks at their early stages of internationalization, and transnational sent and neutral interlocks at later stages of this process. It identifies four categories of firms: locals, extenders, explorers and cosmopolitans. Originality/value The manuscript contributes to our understanding of transnational interlocks by examining the independent and joint influence of the firm's DOI and PD on the formation of such relationships.",,,,"Gonzalez, Carlos/Z-6256-2019","Gonzalez, Carlos/0000-0002-7529-9524",,,,,,,,,,,,2059-5794,,,,,1-Jul,2019,26,2,,,,,199,222,,10.1108/CCSM-10-2018-0154,,,,,,,WOS:000479202600004,,,,,
J,"Rishika, R; Ramaprasad, J",,,,"Rishika, Rishika; Ramaprasad, Jui",,,"The Effects of Asymmetric Social Ties, Structural Embeddedness, and Tie Strength on Online Content Contribution Behavior",MANAGEMENT SCIENCE,,,,,,,,,,,,"For a social media community to thrive and grow, it is critical that users of the site interact with each other and contribute content to the site. We study the role of social ties in motivating user preference expression, a form of user content contribution, in an online social media community. We examine the role of three types of ties, reciprocated, follower, and followee ties, and assess whether the structural and relational properties of a user's social network moderate the social influence effect in user contribution. A unique disaggregate level panel data set of users' contributions and social tie formation activities from an online music platform is employed to study the impact of social ties. To address identification issues, we adopt a quasi-experimental approach based on dynamic propensity score matching. The results provide strong evidence of the influence of online network ties in online contribution behavior. We find that the influence of reciprocated ties is the greatest, followed by influence from followee ties and then follower ties. Additional analysis reveals that reciprocated and followee ties have even greater influence when they contribute new information for a focal user. Structural embeddedness and tie strength among network ties are found to amplify the effect of social contagion in online contribution. We conduct several sensitivity and robustness checks that lend credible support to our findings. The results add to the greater understanding of social influence in online contribution and provide valuable managerial insights into designs of online communities to enable greater user participation.",,,,,,,,,,,,,,,,,0025-1909,1526-5501,,,,JUL,2019,65,7,,,,,3398,3422,,10.1287/mnsc.2018.3087,,,,,,,WOS:000475704700024,,,,,
J,"Thornton, SC; Henneberg, SC; Leischnig, A; Naude, P",,,,"Thornton, Sabrina C.; Henneberg, Stephan C.; Leischnig, Alexander; Naude, Peter",,,It's in the Mix: How Firms Configure Resource Mobilization for New Product Success,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,,,,,,,,,,,,"This paper aims to deepen the understanding about when and how the mobilization of resources through strong and weak ties in a focal firm's network can affect new product success. It addresses two significant gaps in the literature. While prior research has advanced the understanding of how factors around tie strength, resource mobilization, and environmental characteristics relate to new product development, it has yet to offer a more holistic understanding of the interconnected structures and the interplay among these factors. Furthermore, limited insights exist about how firms could utilize resource mobilization approaches in different environmental contexts to enhance new product success. Building on resource dependence theory, this paper contributes to prior work by adopting configuration theoretical considerations and performing an empirical investigation to identify necessary and sufficient conditions for new product success. Based on data from a survey of 354 managers from manufacturing and services firms in the United Kingdom, the study conducts a configurational comparative study based on fuzzy-set Qualitative Comparative Analysis to examine configurations of strong-tie and weak-tie resource mobilization approaches within particular environmental contexts for new product success. The findings reveal alternative, equifinal configurations for new product success, and add to the existing body of work by connecting the notions of network ties, resource mobilization, and context dependence, as well as by developing an integrative framework to explain the interplay of remote and proximate conditions for new product success. For management practice, this study offers guidance in describing and diagnosing business contexts that enhance new product success, and in identifying resource mobilization action repertoires to capitalize on these contexts.",,,,,,,,,,,,,,,,,0737-6782,1540-5885,,,,JUL,2019,36,4,,,,,513,531,,10.1111/jpim.12489,,,,,,,WOS:000469993000006,,,,,
J,"Horak, S; Taube, M; Yang, I; Restel, K",,,,"Horak, Sven; Taube, Markus; Yang, Inju; Restel, Katja",,,Two not of a kind: Social network theory and informal social networks in East Asia,ASIA PACIFIC JOURNAL OF MANAGEMENT,,,,,,,,,,,,"In this study, we analyze the core assumptions and ideals of social network characteristics in East Asia and the West. By using an analytical frame derived from the literature and consisting of key antecedents of social networks, we find differences between the conventional assumptions of social network characteristics when comparing them with those found in East Asia. Moreover, we find remarkable intra-regional differences. Among these, and contrary to common beliefs about social networks, we find weak ties are neither hardly effective nor preferably used in East Asia, where strong ties are both more preferred and more powerful. Further, social ties tend to be rather consummatory and networks rather closed. Also, depending on the nature of the network, bridging either does not work or is not intended. We recommend further studies explicitly taking local context into account in order to refine or reframe extant knowledge on social networks.",,,,,"Yang, Inju/0000-0001-5013-2827",,,,,,,,,,,,0217-4561,1572-9958,,,,JUN,2019,36,2,,,SI,,349,372,,10.1007/s10490-018-9602-z,,,,,,,WOS:000468030800003,,,,,
J,"Wall, T; Bellamy, L",,,,"Wall, Tony; Bellamy, Lawrence",,,Redressing small firm resilience: exploring owner-manager resources for resilience,INTERNATIONAL JOURNAL OF ORGANIZATIONAL ANALYSIS,,,,,,,,,,,,"Purpose The owner-manager of small firms is recognised as having a potentially significant role in the small firm's competitiveness, growth and failure. However, the owner-manager's own resilience has been largely overlooked in the small firm resilience literature. The purpose of this paper is to redress this and expand the debate and empirical basis of small firm owner-managers' personal resources for resilience. Design/methodology/approach This longitudinal qualitative study deployed semi-structured interviews with nine owner-managers, each being interviewed three or four times. Analytical procedures were used with an established framework, which conceptualised four key personal resources for resilience, as follows: adaptability, confidence, social support and purposefulness. Findings There were four key findings, as follows: owner-manager adaptability can appear in extremes including a sense of helplessness or optimism where disruptive circumstances are not sensed as problematic; owner-manager confidence levels often echo their own mindset of adaptability, that is, from helplessness to positive ambition; owner-managers can use discursive tactics with strong/weak ties for a range of affective and technical resources for resilience; and purposefulness tended to be framed in terms of a necessity for a longer term future state related to own or family lifestyle rather than profit. It is also noted that the owner-manager and the firm are closely interrelated, and therefore, enhancement of personal resilience resources is likely to positively influence their resilience, and therefore, the resilience of the organisation and strategic capability of the firm. Originality/value The small firm resilience literature typically focusses on the organisational level, which de-emphasises the salient role of the owner-manager and their resilience. This study attempts to redress this.",,,,"Wall, Tony/T-5268-2019","Wall, Tony/0000-0003-2334-3279",,,,,,,,,,,,1934-8835,1758-8561,,,,24-Apr,2019,27,2,,,SI,,269,288,,10.1108/IJOA-02-2018-1364,,,,,,,WOS:000466755400004,,,,,
J,"Sklyar, A; Kowalkowski, C; Sorhammar, D; Tronvoll, B",,,,"Sklyar, Alexey; Kowalkowski, Christian; Sorhammar, David; Tronvoll, Bard",,,Resource integration through digitalisation: a service ecosystem perspective,JOURNAL OF MARKETING MANAGEMENT,,,,,,,,,,,,"As digitalisation increasingly encompasses entire service ecosystems, it modifies resource integration patterns that connect ecosystem actors through strong and weak ties. To clarify how technological development contributes to this change, and how resource integration transforms the service ecosystem, this qualitative case study explores the digitalisation strategy of a market-leading systems integrator in the maritime industry. Based on 40 depth interviews with managers, the findings show how technology increasingly serves as a key operant resource in the transformation of resource integration patterns. The study contributes to ecosystem dynamics research by identifying major differences between the pre-digitalised and digitalised states of a service ecosystem, and demonstrates the dual role of technology in both increasing pattern complexity and facilitating coordination of that complexity.",,,,"Sklyar, Alexey/I-2570-2018; Kowalkowski, Christian/B-7083-2011","Sklyar, Alexey/0000-0002-5483-1745; Kowalkowski, Christian/0000-0002-4081-9737; Tronvoll, Bard/0000-0002-5605-9285; Sorhammar, David/0000-0002-5558-9014",,,,,,,,,,,,0267-257X,1472-1376,,,,24-Jul,2019,35,12-Nov,,,,,974,991,,10.1080/0267257X.2019.1600572,,Apr-19,,,,,WOS:000466220700001,,,,,
J,"Chiambaretto, P; Masse, D; Mirc, N",,,,"Chiambaretto, Paul; Masse, David; Mirc, Nicola",,,All for One and One for All? - Knowledge broker roles in managing tensions of internal coopetition: The Ubisoft case,RESEARCH POLICY,,,,,,,,,,,,"Coopetition, i.e., cooperation between competing actors, has become a pervasive strategy for innovative firms. The primary focus of studies investigating coopetition centers on inter-firm relationships, highlighting the benefits, limits and configurational patterns of cooperative relationships between competing firms. Only a small, emerging group of studies seeks to extend the concept to the intra-firm level, stressing the existence and effects of competition and cooperation between units that are part of the same organization. This paper contributes to this latter group by investigating the effects of internal coopetition on knowledge and innovation sharing and highlighting the fundamental role of knowledge brokers in managing the resulting tensions. Based on a qualitative case study of the video game publisher Ubisoft, we stress how the tensions raised by internal coopetitive settings limit knowledge sharing between units, and we analyze the mechanisms through which the knowledge broker helps to overcome these limits. We identify three main functions of this knowledge broker that allow the promotion of knowledge and innovation transfer to occur between coopeting units: (1) protecting the unit's competitive advantage by introducing a lagging principle in the transfer process, (2) reducing sharing costs by standardizing innovative solutions, and (3) enhancing awareness of and trust in innovative solutions by centralizing knowledge diffusion.",,,,,,,,,,,,,,,,,0048-7333,1873-7625,,,,APR,2019,48,3,,,,,584,600,,10.1016/j.respol.2018.10.009,,,,,,,WOS:000457820300005,,,,,
J,"Kim, M; Cichy, RF; Zhang, L; Yu, J",,,,"Kim, MiRan; Cichy, Ronald F.; Zhang, Lu; Yu, JungHee",,,Antecedents of social capital and its impact on satisfaction and Loyalty,JOURNAL OF HOSPITALITY MARKETING & MANAGEMENT,,,,,,,,,,,,"This study explores how private club members' involvement with a club's events/activities and online communities, influence club members' bonding and bridging social capital, satisfaction, and loyalty to the club. An online survey of private club members across the U.S. was used to conduct this research. The findings of this study indicate (1) that there is a significant relationship between involvement with a club's social events and activities and bonding and bridging social capital; and (2) that there is a significant mediating effect of involvement with a club's social events and activities on the relationship between involvement with a club's online communities and social capital. This study is among the first to examine the relationships among social capital, its antecedents, and consequences within a private club industry context.",,,,,,,,,,,,,,,,,1936-8623,1936-8631,,,,17-Feb,2019,28,2,,,,,263,284,,10.1080/19368623.2018.1510798,,,,,,,WOS:000456485900006,,,,,
B,"Kakarika, M",,"Mainemelis, C; Epitropaki, O; Kark, R",,"Kakarika, Maria",,,Fostering the Creativity of Work Teams Creative Leadership in the Midst of Diversity,CREATIVE LEADERSHIP: CONTEXTS AND PROSPECTS,Routledge Studies in Leadership Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978-0-203-71221-4; 978-1-138-55986-8,,,,2019,,,,,,,122,136,,,,,,,,,WOS:000460783400008,,,,,
J,"Suseno, Y; Pinnington, AH",,,,"Suseno, Yuliani; Pinnington, Ashly H.",,,Building social capital and human capital for internationalization: The role of network ties and knowledge resources,ASIA PACIFIC JOURNAL OF MANAGEMENT,,,,,,,,,,,,"This study examines the inter-relationships between network ties as social capital and knowledge resources as human capital, in the internationalization of law firms. Using a qualitative case study methodology, this study is based on primary data collected from Australian law firms and corporate client organizations, and compares and contrasts the views of lawyers and clients on building social and human capital. Our study finds that the relative importance of strong ties diminishes as professional services globalize and weak ties become viewed as more prominent for successful internationalization. The main findings indicate three different sets of inter-relationships between social and human capital: complementary, supplementary and compensatory. We discuss the complementary and supplementary effects of strong and weak ties and three different types of knowledge resources (technical, market and client-specific knowledge). We also argue that knowledge resources of technical and market knowledge can compensate network ties in the internationalization of firms. Examining social and human capital between law firms and clients provides important theoretical and practical insights into understanding the internationalization of professional service firms.",,,,,,,,,,,,,,,,,0217-4561,1572-9958,,,,DEC,2018,35,4,,,,,1081,1106,,10.1007/s10490-017-9541-0,,,,,,,WOS:000451053400010,,,,,
J,"Wilson, DO; Ettlie, JE",,,,"Wilson, Donald O.; Ettlie, John E.",,,"Boundary Spanning, Group Heterogeneity and Engineering Project Performance",INTERNATIONAL JOURNAL OF INNOVATION AND TECHNOLOGY MANAGEMENT,,,,,,,,,,,,"This study examines the concept of intra-organizational links as a way for boundary spanners to bring into the project group the information needed to deal with task uncertainty. Several studies have shown that heterogeneous groups are superior to homogeneous groups when novel or creative solutions need to be developed to deal with tasks characterized by high task uncertainty. For boundary spanners in engineering project groups, it is proposed that cross-departmental technical advice links are another source of the information needed to deal with task uncertainty. An empirical test supports the proposition that for high-performing project groups, boundary-spanning technical advice links may compensate for a lack of internal group heterogeneity and vice versa. This is not the case for low-performing project groups. Implications of these finding are presented, including the direction that the open innovation research stream might take to address the findings of this study.",,,,,,,,,,,,,,,,,0219-8770,1793-6950,,,,DEC,2018,15,6,,,,,,,1950005,10.1142/S0219877019500056,,,,,,,WOS:000452008900008,,,,,
J,"Botelho, TL",,,,"Botelho, Tristan L.",,,Here's an Opportunity: Knowledge Sharing Among Competitors as a Response to Buy-in Uncertainty,ORGANIZATION SCIENCE,,,,,,,,,,,,"Although knowledge sharing among competitors is seemingly counterintuitive, scholars have found that competitors share knowledge under certain conditions: among actors who have a preexisting relationship and who expect direct reciprocity. However, there are examples of knowledge sharing among competitors that cannot fully be explained using these relational mechanisms. In this study, I propose that in markets where competitors are a set of key stakeholders, knowledge sharing is a strategic response to high levels of buy-in uncertainty related to a potential opportunity, namely, the likelihood that stakeholders will come to realize the value of a potential opportunity in a timely fashion. Using a unique data set of knowledge sharing among investment professionals on a digital platform, this study leverages variation in the platform's knowledge-sharing structure to test this theory. I find that knowledge sharing among these competitors is most likely when buy-in uncertainty for a given opportunity is high and that this knowledge sharing does lead to subsequent buy-in.",,,,"Botelho, Tristan L/N-5678-2014","Botelho, Tristan L/0000-0002-8093-633X",,,,,,,,,,,,1047-7039,,,,,NOV-DEC,2018,29,6,,,,,1033,1055,,10.1287/orsc.2018.1214,,,,,,,WOS:000454417400003,,,,,
J,"Smith, EB; Rand, W",,,,"Smith, Edward Bishop; Rand, William",,,Simulating Macro-Level Effects from Micro-Level Observations,MANAGEMENT SCIENCE,,,,,,,,,,,,"We consider the fruits of integrating agent-based modeling (ABM) with lab-based experimental research with human subjects. While both ABM and lab experiments have similar aims-to identify the rules, tendencies, and heuristics by which individual agents make decisions and respond to external stimuli-they work toward their common goal in notably different ways. Behavioral-lab research typically exposes human subjects to experimental manipulations, or treatments, to make causal inferences by observing variation in response to the treatment. ABM researchers ascribe individual simulated ""agents"" with decision rules describing their behavior and subsequently attempt to replicate ""macro"" level empirical patterns. Integration of ABM and lab experiments presents advantages for both sets of researchers. ABM researchers will benefit from exposure to a larger set of empirically validated mechanisms that can add nuance and refinement to their models of human behavior and system dynamics. Lab-oriented researchers will gain from ABM a method for assessing the validity and magnitude of their findings, adjudicating between competing mechanisms, developing new theory to test in the lab, and exploring macro-level, long-run implications of subtle, micro-level observations that can be difficult to observe in the field. We offer an example of this mixed-method approach related to status, social networks, and job search and issue guidance for future research attempting such integration.",,,,,"Rand, William/0000-0002-8294-1757",,,,,,,,,,,,0025-1909,1526-5501,,,,NOV,2018,64,11,,,,,5405,5421,,10.1287/mnsc.2017.2877,,,,,,,WOS:000449627200023,,,,,
