PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Bongomin, GOC; Munene, JC; Ntayi, JM; Malinga, CA",,,,"Bongomin, George Okello Candiya; Munene, John C.; Ntayi, Joseph Mpeera; Malinga, Charles Akol",,,Social network: Testing the predictive power of its dimensions in explaining financial inclusion of the poor in rural Uganda,AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT STUDIES,,,,,,,,,,,,"Purpose The purpose of this paper is to test for the predictive power of each of the dimensions of social network in explaining financial inclusion of the poor in rural Uganda. Design/methodology/approach The study employed a cross-sectional research design and data were collected from a total of 400 poor households located in Northern, Eastern, Central and Western Uganda. The authors adopted ordinary least square hierarchical regression analysis to test for the predictive power of each of the dimensions of social network in explaining financial inclusion of the poor in rural Uganda. The effects were determined by calculating the significant change in coefficient of determination (R-2) between the dimensions of social network in explaining financial inclusion. In addition, analysis of variance was also used to test for variation in perceptions of the poor about being financially included. Findings The findings revealed that the dimensions of ties and interaction significantly explain financial inclusion of the poor in rural Uganda. Contrary to previous studies, the results indicated that interdependence as a dimension of social network is not a significant predictor of financial inclusion of the poor in rural Uganda. Combined together, the dimensions of social network explains about 16.6 percent of the variation in financial inclusion of the poor in rural Uganda. Research limitations/implications The study was purely cross-sectional, thus, ignoring longitudinal survey design, which could have investigated certain characteristics of the variable over time. Additionally, although a total sample amounting to 400 poor households was used in the study, the results cannot be generalized since other equally marginalized groups such as the disabled persons, refugees, and immigrants were not included in this study. Furthermore, the study used only the questionnaire to elicit responses from the respondents. The use of interview was ignored during data collection. Practical implications Policy makers, managers of financial institutions, and financial inclusion advocates should consider social network dimensions of ties and interaction as conduits for information flow and sharing among the poor including the women and youth about scarce financial resources like loans. Advocacy towards creation of societal network that brings the poor together in strong and weak ties is very important in scaling up access to and use of scarce financial services for improving economic and social well-being. Originality/value Contrary to previous studies, this particular study test the predictive power of each of the dimensions of social network in explaining financial inclusion of the poor in rural Uganda. Thus, it methodologically isolates the individual contribution of each of the dimensions of social network in explaining financial inclusion of the poor. The authors found that only ties and interaction are significant predictors of financial inclusion of the poor in rural Uganda. Therefore, the findings suggest that not all dimensions of social network are significant predictors of financial inclusion as opposed to previous empirical findings.",,,,,,,,,,,,,,,,,2040-0705,2040-0713,,,,,2018,9,3,,,,,388,406,,10.1108/AJEMS-07-2017-0157,,,,,,,WOS:000441393900008,,,,,
J,"Sharma, A; Das, M",,,,"Sharma, Ajay; Das, Mousumi",,,Migrant Networks in the Urban Labour Market: Evidence from India,JOURNAL OF DEVELOPMENT STUDIES,,,,,,,,,,,,"This paper analyses the informal channels of the job search process through migrant networks in the urban labour markets in developing countries. Using a novel approach and nationwide sample survey, we measure various aspects of migrant networks such as size, diversity, efficiency and experience content and estimate their effect on probability of employment. Our findings suggest that migrant stock (having experience content) has an inverted-U relationship with the probability of finding a job for a migrant. The share of employed workers in a migrant network (efficiency) and different origin identity (diversity) positively affect the employment outcome through weak ties. Further, the migrant network effect is more active in larger cities as compared to smaller urban areas. The implications of this study indicate towards the importance of non-market informal channels in job searches and the need for integrating labour markets to harness the benefits of larger positive network externalities.",,,,,"Sharma, Ajay/0000-0001-5150-299X",,,,,,,,,,,,0022-0388,1743-9140,,,,,2018,54,9,,,,,1593,1611,,10.1080/00220388.2017.1342815,,,,,,,WOS:000434406400007,,,,,
J,"Fukugawa, N",,,,"Fukugawa, Nobuya",,,The contingent effect of social capital on performance of professional athletes: life cycle stages and changes in regulation as moderators,APPLIED ECONOMICS,,,,,,,,,,,,"Motorboat racing is a sport organized as public gambling in Japan. As well as physical strength and driving technique, skills to adjust equipment are critical for racers to win a race. Based on the contingency theory of social capital, this study analysed comprehensive panel data of motorboat racers and revealed that bonding and bridging social capital had different impacts on performance according to life cycle stages of racers and changes in regulation. First, bonding social capital has a positive impact on performance when racers are less experienced and most need psychological aid stemming from strong ties. Second, bridging social capital has a positive impact on performance when racers are more experienced and have accumulated absorptive capacity to learn efficiently from diverse sources of knowledge. Third, both bonding and bridging social capital lose their explanatory power after the changes in regulation that shifted ownership of propellers from racers to the authority, which could mitigate the significance of the formation of small groups among racers to share cost and knowledge regarding the improvement in propellers. Research and managerial implications of the findings are discussed.",,,,,"Fukugawa, Nobuya/0000-0001-9874-7417",,,,,,,,,,,,0003-6846,1466-4283,,,,,2018,50,15,,,,,1676,1693,,10.1080/00036846.2017.1371843,,,,,,,WOS:000427204000002,,,,,
J,"Murendo, C; Wollni, M; De Brauw, A; Mugabi, N",,,,"Murendo, Conrad; Wollni, Meike; De Brauw, Alan; Mugabi, Nicholas",,,Social Network Effects on Mobile Money Adoption in Uganda,JOURNAL OF DEVELOPMENT STUDIES,,,,,,,,,,,,"This study analyses social network effects on the adoption of mobile money among rural households in Uganda. We estimate conditional logistic regressions controlling for correlated effects and other information sources. Results show that mobile money adoption is positively influenced by the size of the social network with which information is exchanged. We further find that this effect is particularly pronounced for non-poor households. Thus, while social networks represent an important target for policy-makers aiming to promote mobile money technology, the poorest households are likely to be excluded and require more tailored policy programmes and assistance.",,,,,"Murendo, Dr Conrad/0000-0002-0267-7731; de Brauw, Alan/0000-0002-5045-8939",,,,,,,,,,,,0022-0388,1743-9140,,,,,2018,54,2,,,,,327,342,,10.1080/00220388.2017.1296569,,,,,,,WOS:000424122400007,,,,,
J,"Stupnytska, Y; Zaharieva, A",,,,"Stupnytska, Yuliia; Zaharieva, Anna",,,Optimal policy and the role of social contacts in a search model with heterogeneous workers,JOURNAL OF PUBLIC ECONOMIC THEORY,,,,,,,,,,,,"This paper develops a search model with heterogeneous workers and social networks. High-ability workers are more productive and have a larger number of professional contacts. Firms can choose between a vacancy in the regular market and a job opening in the referral market. The model predicts that a larger number of social contacts is associated with a larger wage gap between high-and low-ability workers and a larger difference in the unemployment rates. The net welfare gain of referrals is estimated at 1.2%. There are three reasons for the inefficiency of the decentralized equilibrium. First is the traditional search externality described by Hosios. Second, firms share their profits with workers, whereas the social optimum implies that full surplus should be given to firms in the referral market. This inefficiency can be internalized by means of referral subsidies. Third, there is the ""pooling inefficiency"" in the regular market. If high-ability workers are sufficiently more productive they impose a positive externality on low-ability workers and should be rewarded by positive transfers. On the contrary, if productivity differences are small, high-ability workers achieve unreasonably high wages by referring each other and reduce employment chances of low-ability workers. In this latter case, high-ability workers should be penalized. If optimal policy is implemented the net welfare gain of referrals rises up to 1.8%.",,,,,,,,,,,,,,,,,1097-3923,1467-9779,,,,OCT,2017,19,5,,,,,957,985,,10.1111/jpet.12249,,,,,,,WOS:000411475200004,,,,,
J,"Tumen, S",,,,"Tumen, Semih",,,Career choice and the strength of weak ties,CENTRAL BANK REVIEW,,,,,,,,,,,,"This paper argues that the structure (i.e., size and composition) of the informal search network is a crucial determinant of the career decisions of young workers. Building on the search-theoretic career choice and job mobility model proposed by Neal (1999), I compare the consequences of career advice by one's weak ties versus that by strong ties. The main result is that receiving help from weak ties is associated with early career and job settlements, while the strong ties are more likely to lead to amplified mobility and generate mismatch. Given a network size, I find a strongly positive correlation between the fraction of weak ties among one's informal connections and the likelihood of settling on a stable career path early in the life course. I also find that the sign of this correlation persists, while the magnitude gets smaller as the network size increases. I conclude that the strength-of-weak-ties hypothesis can shed light on the complexity of job mobility patterns among young workers. The model can explain why it takes much longer for blacks-whose informal networks are documented to consist of strong ties-to locate a stable career path than their white counterparts. It also predicts that young workers from closed and segregated neighborhoods tend to spend more time before they find suitable careers. (C) 2017 Production and hosting by Elsevier B.V. on behalf of Central Bank of The Republic of Turkey.",,,,"Tumen, Semih/S-3412-2019","Tumen, Semih/0000-0002-8841-2290",,,,,,,,,,,,1303-0701,1305-8800,,,,SEP,2017,17,3,,,,,91,97,,10.1016/j.cbrev.2017.08.002,,,,,,,WOS:000416072700002,,,,,
J,"Belk, R",,,,"Belk, Russell",,,Sharing without caring,CAMBRIDGE JOURNAL OF REGIONS ECONOMY AND SOCIETY,,,,,,,,,,,,"I examine sharing in the context of gated communities. Sharing among family, friends and neighbours is the oldest form of mutual distribution and involves inclusionary ""sharing in"", which tends to build caring interpersonal ties and a sense of community. Public goods sharing involves more exclusionary ""sharing out"", and creates only weak ties and a limited sense of community or caring. The same is true of the so-called ""sharing economy"". Gated communities lie between these extremes-not fully private nor public. Paradoxically, since they are founded to share amenities with neighbours, such communities are actually exclusionary and uncaring.",,,,,,,,,,,,,,,,,1752-1378,1752-1386,,,,JUL,2017,10,2,,,,,249,261,,10.1093/cjres/rsw045,,,,,,,WOS:000404620800004,,,,,
J,"Lengyel, B; Eriksson, RH",,,,"Lengyel, Balazs; Eriksson, Rikard H.",,,"Co-worker networks, labour mobility and productivity growth in regions",JOURNAL OF ECONOMIC GEOGRAPHY,,,,,,,,,,,,"The mobility of workers is an important source of regional dynamics, but the effect of mobility on regional productivity growth is not straightforward, as some firms tend to win while others lose from mobility. In the present paper, we argue that the co-worker networks across plants that are established by labour moves are important for both local learning opportunities and job matching quality and should hence facilitate regional growth. We therefore propose a new homophily-biased perspective on co-worker network creation and show that it suits geographical analyses better than random networks do. Moreover, panel vector autoregression models provide systematic evidence that an increase in co-worker network density is positively related to regional productivity growth. This is found to be important even when only ties across plants that are not directly linked by labour mobility are included.",,,,,,,,,,,,,,,,,1468-2702,1468-2710,,,,MAY,2017,17,3,,,,,635,660,,10.1093/jeg/lbw027,,,,,,,WOS:000402642600006,,,,,
J,"Iijima, R; Kamada, Y",,,,"Iijima, Ryota; Kamada, Yuichiro",,,Social distance and network structures,THEORETICAL ECONOMICS,,,,,,,,,,,,"This paper proposes a tractable model that allows us to analyze how agents' perception of relationships with others determines the structures of networks. In our model, agents are endowed with their own multidimensional characteristics and their payoffs depend on the social distance between them. We characterize the clustering coefficient and average path length in stable networks, and analyze how they are related to the way agents measure social distances. The model predicts the small-world properties under a class of social distance that violates the triangle inequality. Allowing for heterogeneity in link-formation costs, the model also accommodates other well documented empirical patterns of social networks such as skewed degree distributions, positive assortativity of degrees, and clustering-degree correlation.",,,,,,,,,,,,,,,,,1555-7561,,,,,MAY,2017,12,2,,,,,655,689,,10.3982/TE1873,,,,,,,WOS:000402522900008,,,,,
J,"Xiong, AL; Li, HY; Westlund, H; Pu, YJ",,,,"Xiong, Ailun; Li, Hongyi; Westlund, Hans; Pu, Yongjian",,,"Social networks, job satisfaction and job searching behavior in the Chinese labor market",CHINA ECONOMIC REVIEW,,,,,,,,,,,,"This study first investigates determinants of job searching strategies and then examines if social networks are connected with better job outcomes. Unlike previous studies that focus solely on income, this paper pays more heed to job satisfaction. Based on data drawn from China General Social Survey, we find that disadvantaged job seekers rely primarily on informal channels; whereas experienced and better-educated job seekers tend to search for jobs through formal channels. However, those reaping the largest benefit from using networks are the job seekers who are able to use formal and informal channels jointly. By disaggregating the whole sample, we further find that the promoting effect of network use is contingent on factors such as gender and types of jobs. Network use brings about larger benefits to female and job seekers target to prestigious occupations. Finally, it appears that whether a job seeker can receive influential help depends primarily on the social status of the contacts rather than their tie strength. The results of our paper thus urge us to examine the combination of different searching strategies rather than studying them separately. (C) 2017 Elsevier Inc. All rights reserved.",,,,,"Li, Hongyi/0000-0002-4518-5315",,,,,,,,,,,,1043-951X,1873-7781,,,,APR,2017,43,,,,,,1,15,,10.1016/j.chieco.2017.01.001,,,,,,,WOS:000399269100001,,,,,
J,"Gee, LK; Jones, J; Burke, M",,,,"Gee, Laura K.; Jones, Jason; Burke, Moira",,,Social Networks and Labor Markets: How Strong Ties Relate to Job Finding on Facebook's Social Network,JOURNAL OF LABOR ECONOMICS,,,,,,,,,,,,"Social networks are important for finding jobs, but which ties are most useful? Granovetter has suggested that weak ties are more valuable than strong ties, since strong ties have redundant information, while weak ties have new information. Using 6 million Facebook users' data, we find evidence for the opposite. We proxy for job help by identifying people who eventually work with a pre-existing friend. Using objective tie strength measures and our job help proxy, we find that most people are helped through one of their numerous weak ties but a single stronger tie is significantly more valuable at the margin.",,,,"Jones, Jason J/I-3350-2012","Jones, Jason J/0000-0002-4140-0268",,,,,,,,,,,,0734-306X,1537-5307,,,,APR,2017,35,2,,,,,485,518,,10.1086/686225,,,,,,,WOS:000395770100005,,,,,
J,"Patacchini, E; Rainone, E; Zenou, Y",,,,"Patacchini, Eleonora; Rainone, Edoardo; Zenou, Yves",,,Heterogeneous peer effects in education,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,,,,,,,,,,,,"We investigate whether, how, and why individual education attainment depends on the educational attainment of schoolmates. Specifically, using longitudinal data on students and their friends in a nationally representative set of US schools, we consider the influence of different types of peers on educational outcomes. We find that there are strong and persistent peer effects in education, but peers tend to be influential in the long run only when their friendships last more than a year. This evidence is consistent with a network model in which convergence of preferences and the emergence of social norms among peers require long-term interactions. (C) 2016 Elsevier B.V. All rights reserved.",,,,"PATTANAYAK, MANORANJAN/N-7858-2017","PATTANAYAK, MANORANJAN/0000-0002-5661-6563; Zenou, Yves/0000-0001-6516-0812",,,,,,,,,,,,0167-2681,1879-1751,,,,FEB,2017,134,,,,,,190,227,,10.1016/j.jebo.2016.10.020,,,,,,,WOS:000397355300010,,,,,
J,"Bervoets, S; Zenou, Y",,,,"Bervoets, Sebastian; Zenou, Yves",,,Intergenerational correlation and social interactions in education,EUROPEAN ECONOMIC REVIEW,,,,,,,,,,,,"We propose a dynastic model where individuals are born into an educated or uneducated environment that they inherit from their parents. We study the impact of social interactions on the correlation in parent-child educational status, independently of any parent-child interaction. When the level of social interactions is decided by a social planner, we show that the correlation in education status between generations decreases very fast as social interactions increase. In turn, when the level of social interactions is decided by the individuals themselves, we show that the intergenerational correlation still decreases, although less rapidly than with exogenous social interactions.",,,,,"Zenou, Yves/0000-0001-6516-0812",,,,,,,,,,,,0014-2921,1873-572X,,,,FEB,2017,92,,,,,,13,30,,10.1016/j.euroecorev.2016.11.005,,,,,,,WOS:000395600400002,,,,,
J,"Ruan, AJ; Chen, J",,,,"Ruan, Aijun; Chen, Jin",,,"Does formal knowledge search depth benefit Chinese firms' innovation performance? Effects of network centrality, structural holes, and knowledge tacitness",ASIAN JOURNAL OF TECHNOLOGY INNOVATION,,,,,,,,,,,,"Accessing external knowledge is an important factor in successful innovation. Knowledge search is an issue of concern for Chinese firms because many firms generally have relatively weak research and development (R&D) and innovation capabilities that cannot support innovative development through mere internal innovations. This study examines the interactive effects of network centrality, structural holes, and knowledge tacitness when formal knowledge search depth (FKSD) affects innovation performance from the perspective of formal/informal knowledge search. A survey of 161 firms in China suggests that FKSD positively affects innovation performance, and the effect is positively moderated by network centrality. Given high knowledge tacitness, FKSD is more effective in fostering innovation performance when firms' network centrality is higher. Furthermore, high knowledge tacitness results in rich structural holes negatively moderating the effect of FKSD on innovation performance, whereas low tacitness generates a positive moderating role. This indicates that Chinese firms may consider using more formal search channels to increase external knowledge search depth and to dynamically adjust the depth of such a formal search or the mode of network structural embeddedness according to the degree of knowledge tacitness.",,,,,,,,,,,,,,,,,1976-1597,2158-6721,,,,,2017,25,1,,,SI,,79,97,,10.1080/19761597.2017.1302546,,,,,,,WOS:000404615200006,,,,,
J,"Ingold, K",,,,"Ingold, Karin",,,How to create and preserve social capital in climate adaptation policies: A network approach,ECOLOGICAL ECONOMICS,,,,,,,,,,,,"The processes and impacts of climate change require adaptation through what can be described as horizontal and vertical structures of actors' integration. In climate adaptation and natural resource management literature, this structural component is often related to social capital, which is defined in various ways but usually refers to a public good that is built and fostered within a network of social relations. While hypotheses about social capital in networks are well studied in network literature, here, I argue that they should be reflected and tested in the particular context of climate change adaptation policy. I ask: how do communities affected by climate change and the broad range of actors involved in the design of climate adaptation policies build social relationships? And, how do they manage to maintain those relations over time? To answer these questions, climate adaptation policies in six Swiss mountain regions are investigated via social network analysis. Hypotheses about the creation and preservation of weak versus strong ties under the particular setting of Swiss federalism and climate-affected local communities are tested. Results confirm that the creation of weak ties, such as one-way information transfer, can lead to the establishment of mutual collaboration relations over time. Such mutual and reciprocal relations can then more easily be activated by local communities to produce both short-term responses and long-term solutions to climate change impacts. (C) 2016 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,0921-8009,1873-6106,,,,JAN,2017,131,,,,,,414,424,,10.1016/j.ecolecon.2016.08.033,,,,,,,WOS:000388248600038,,,,,
